STNAME,YCOORD,XCOORD,CNTYNAME
Tennessee,36.3173,-88.3013,Henry County
Tennessee,35.8409,-87.4124,Hickman County
Tennessee,36.3081,-87.7082,Houston County
Tennessee,36.0708,-87.783,Humphreys County
Tennessee,36.3349,-85.6361,Jackson County
Tennessee,36.0742,-83.456,Jefferson County
Tennessee,36.4547,-81.8369,Johnson County
Tennessee,35.9753,-83.9699,Knox County
Tennessee,36.3436,-89.4714,Lake County
Tennessee,35.771,-89.5265,Lauderdale County
Tennessee,35.2266,-87.3586,Lawrence County
Tennessee,35.5378,-87.5284,Lewis County
Tennessee,35.1143,-86.5716,Lincoln County
Tennessee,35.7657,-84.2904,Loudon County
Tennessee,35.4201,-84.592,McMinn County
Tennessee,35.1755,-88.5446,McNairy County
Tennessee,36.5336,-86.0111,Macon County
Tennessee,35.6333,-88.82,Madison County
Tennessee,35.1038,-85.6067,Marion County
Tennessee,35.4669,-86.7765,Marshall County
Tennessee,35.6089,-87.0657,Maury County
Tennessee,35.5081,-84.8126,Meigs County
Tennessee,35.5096,-84.361,Monroe County
Tennessee,36.541,-87.371,Montgomery County
Tennessee,35.2967,-86.3443,Moore County
Tennessee,36.0996,-84.5811,Morgan County
Tennessee,36.3963,-89.081,Obion County
Tennessee,36.3576,-85.3164,Overton County
Tennessee,35.6505,-87.8527,Perry County
Tennessee,36.5661,-85.1332,Pickett County
Tennessee,35.1191,-84.5493,Polk County
Tennessee,36.1626,-85.5029,Putnam County
Tennessee,35.5643,-84.9537,Rhea County
Tennessee,35.8914,-84.5279,Roane County
Tennessee,36.4894,-86.8399,Robertson County
Tennessee,35.8866,-86.4347,Rutherford County
Tennessee,36.4496,-84.5061,Scott County
Tennessee,35.3447,-85.396,Sequatchie County
Tennessee,35.8487,-83.5787,Sevier County
Tennessee,35.1279,-89.935,Shelby County
Tennessee,36.244,-85.9592,Smith County
Tennessee,36.496,-87.7995,Stewart County
Tennessee,36.5345,-82.3957,Sullivan County
Tennessee,36.395,-86.5314,Sumner County
Tennessee,35.4957,-89.7385,Tipton County
Tennessee,36.3934,-86.1638,Trousdale County
Tennessee,36.1429,-82.4038,Unicoi County
Tennessee,36.2406,-83.8185,Union County
Tennessee,35.7244,-85.4526,Van Buren County
Tennessee,35.6968,-85.788,Warren County
Tennessee,36.3221,-82.4256,Washington County
Tennessee,35.2425,-87.7702,Wayne County
Tennessee,36.2906,-88.771,Weakley County
Tennessee,35.9362,-85.4842,White County
Tennessee,35.9391,-86.8656,Williamson County
Tennessee,36.1995,-86.3915,Wilson County
Texas,31.7784,-95.6869,Anderson County
Texas,32.3201,-102.5409,Andrews County
Texas,31.3146,-94.713,Angelina County
Texas,28.0269,-97.073,Aransas County
Texas,33.6931,-98.62,Archer County
Texas,35.0796,-101.3909,Armstrong County
Texas,29.0154,-98.5667,Atascosa County
Texas,29.8549,-96.2217,Austin County
Texas,34.1996,-102.7541,Bailey County
Texas,29.7082,-99.0587,Bandera County
Texas,30.1494,-97.3371,Bastrop County
Texas,33.5923,-99.2647,Baylor County
Texas,28.4056,-97.7529,Bee County
Texas,31.0888,-97.5663,Bell County
Texas,29.4599,-98.5124,Bexar County
Texas,30.1863,-98.4048,Blanco County
Texas,32.7523,-101.4499,Borden County
Texas,31.863,-97.5834,Bosque County
Texas,33.4371,-94.1981,Bowie County
Texas,29.2371,-95.4033,Brazoria County
Texas,30.6378,-96.3391,Brazos County
Texas,30.2185,-103.6078,Brewster County
Texas,34.4352,-101.2244,Briscoe County
Texas,27.1985,-98.1453,Brooks County
Texas,31.7288,-98.9877,Brown County
Texas,30.4782,-96.6389,Burleson County
Texas,30.6742,-98.26,Burnet County
Texas,29.839,-97.6926,Caldwell County
Texas,28.5873,-96.6261,Calhoun County
Texas,32.3447,-99.4376,Callahan County
Texas,26.0462,-97.5637,Cameron County
Texas,32.9866,-94.9785,Camp County
Texas,35.3909,-101.3111,Carson County
Texas,33.0807,-94.2998,Cass County
Texas,34.5139,-102.2674,Castro County
Texas,29.8035,-94.6976,Chambers County
Texas,31.894,-95.2065,Cherokee County
Texas,34.4285,-100.2119,Childress County
Texas,33.8312,-98.239,Clay County
Texas,33.6919,-102.7536,Cochran County
Texas,31.9031,-100.4172,Coke County
Texas,31.8078,-99.4234,Coleman County
Texas,33.0739,-96.6862,Collin County
Texas,34.8677,-100.2151,Collingsworth County
Texas,29.6537,-96.5286,Colorado County
Texas,29.7475,-98.1987,Comal County
Texas,31.9717,-98.5616,Comanche County
Texas,31.2988,-99.8812,Concho County
Texas,33.6174,-97.1446,Cooke County
Texas,31.2272,-97.8259,Coryell County
Texas,34.0203,-100.3059,Cottle County
Texas,31.3969,-102.3544,Crane County
Texas,30.7164,-101.239,Crockett County
Texas,33.6675,-101.3604,Crosby County
Texas,31.0723,-104.8118,Culberson County
Texas,36.1194,-102.5769,Dallam County
Texas,32.8117,-96.7861,Dallas County
Texas,32.736,-101.9541,Dawson County
Texas,34.8381,-102.4045,Deaf Smith County
Texas,33.3771,-95.7023,Delta County
Texas,33.1111,-97.0276,Denton County
Texas,29.0988,-97.3213,DeWitt County
Texas,33.5426,-100.853,Dickens County
Texas,28.5149,-99.8188,Dimmit County
Texas,34.9346,-100.848,Donley County
Texas,27.7269,-98.4049,Duval County
Texas,32.3573,-98.8324,Eastland County
Texas,31.8665,-102.384,Ector County
Texas,29.9714,-100.2077,Edwards County
Texas,32.4103,-96.7949,Ellis County
Texas,31.7843,-106.4005,El Paso County
Texas,32.2019,-98.2328,Erath County
Texas,31.2584,-96.9412,Falls County
Texas,33.562,-96.1627,Fannin County
Texas,29.8494,-96.8911,Fayette County
Texas,32.781,-100.4121,Fisher County
Texas,34.0434,-101.3713,Floyd County
Texas,33.9912,-99.6984,Foard County
Texas,29.5947,-95.6418,Fort Bend County
Texas,33.1285,-95.2243,Franklin County
Texas,31.6909,-96.2091,Freestone County
Texas,28.8504,-99.1028,Frio County
Texas,32.7758,-102.651,Gaines County
Texas,29.395,-94.9703,Galveston County
Texas,33.2017,-101.3922,Garza County
Texas,30.2807,-98.8934,Gillespie County
Texas,31.8491,-101.5269,Glasscock County
Texas,28.6993,-97.3783,Goliad County
Texas,29.4703,-97.5082,Gonzales County
Texas,35.5234,-100.9412,Gray County
Texas,33.6594,-96.6158,Grayson County
Texas,32.4972,-94.7897,Gregg County
Texas,30.4293,-96.0243,Grimes County
Texas,29.5896,-98.0474,Guadalupe County
Texas,34.1413,-101.7452,Hale County
Texas,34.653,-100.6083,Hall County
Texas,31.7569,-98.1007,Hamilton County
Texas,36.2219,-101.2782,Hansford County
Texas,34.284,-99.6969,Hardeman County
Texas,30.3128,-94.2607,Hardin County
Texas,29.7861,-95.391,Harris County
Texas,32.5346,-94.3955,Harrison County
Texas,35.9793,-102.4828,Hartley County
Texas,33.1854,-99.7743,Haskell County
Texas,29.9722,-97.9499,Hays County
Texas,35.8859,-100.3538,Hemphill County
Texas,32.2339,-95.8941,Henderson County
Texas,26.2211,-98.1677,Hidalgo County
Texas,31.9924,-97.1567,Hill County
Texas,33.5868,-102.3411,Hockley County
Texas,32.4351,-97.7752,Hood County
Texas,33.1257,-95.5865,Hopkins County
Texas,31.3123,-95.4575,Houston County
Texas,32.2469,-101.4581,Howard County
Texas,31.4622,-105.4779,Hudspeth County
Texas,33.0973,-96.0828,Hunt County
Texas,35.6824,-101.445,Hutchinson County
Texas,31.2694,-100.8625,Irion County
Texas,33.1974,-98.1796,Jack County
Texas,28.9641,-96.5963,Jackson County
Texas,30.7366,-93.9929,Jasper County
Texas,30.6143,-104.0313,Jeff Davis County
Texas,30.009,-94.0589,Jefferson County
Texas,27.2974,-98.6844,Jim Hogg County
Texas,27.7324,-98.0717,Jim Wells County
Texas,32.4263,-97.3305,Johnson County
Texas,32.7831,-99.8738,Jones County
Texas,28.8691,-97.8631,Karnes County
Texas,32.6341,-96.3004,Kaufman County
Texas,29.8453,-98.7481,Kendall County
Texas,27.0174,-97.8098,Kenedy County
Texas,33.2472,-100.6396,Kent County
Texas,30.0408,-99.1591,Kerr County
Texas,30.496,-99.7504,Kimble County
Texas,33.6617,-100.3178,King County
Texas,29.3096,-100.4155,Kinney County
Texas,27.4961,-97.8547,Kleberg County
Texas,33.4636,-99.6995,Knox County
Texas,33.6705,-95.5349,Lamar County
Texas,34.0313,-102.3256,Lamb County
Texas,31.0929,-98.1394,Lampasas County
Texas,28.3796,-99.2453,La Salle County
Texas,29.4106,-97.0492,Lavaca County
Texas,30.2636,-96.9522,Lee County
Texas,31.3042,-96.0508,Leon County
Texas,30.1652,-94.8838,Liberty County
Texas,31.6048,-96.522,Limestone County
Texas,36.3713,-100.33,Lipscomb County
Texas,28.3507,-98.0989,Live Oak County
Texas,30.7065,-98.5384,Llano County
Texas,31.7384,-103.5503,Loving County
Texas,33.5611,-101.8787,Lubbock County
Texas,33.1743,-101.8057,Lynn County
Texas,31.1496,-99.3389,McCulloch County
Texas,31.5448,-97.1637,McLennan County
Texas,28.4212,-98.5272,McMullen County
Texas,30.9578,-95.8761,Madison County
Texas,32.7902,-94.4135,Marion County
Texas,32.2008,-101.8241,Martin County
Texas,30.7535,-99.2169,Mason County
Texas,28.9201,-95.9984,Matagorda County
Texas,28.711,-100.4849,Maverick County
Texas,29.283,-98.9773,Medina County
Texas,30.9094,-99.7847,Menard County
Texas,32.0027,-102.1044,Midland County
Texas,30.752,-97.0032,Milam County
Texas,31.4932,-98.5764,Mills County
Texas,32.3917,-100.8531,Mitchell County
Texas,33.644,-97.7598,Montague County
Texas,30.2342,-95.4441,Montgomery County
Texas,35.8963,-101.9509,Moore County
Texas,33.0696,-94.7245,Morris County
Texas,34.0245,-100.8438,Motley County
Texas,31.6266,-94.6413,Nacogdoches County
Texas,32.0816,-96.4902,Navarro County
Texas,30.69,-93.7508,Newton County
Texas,32.4495,-100.4135,Nolan County
Texas,27.7416,-97.437,Nueces County
Texas,36.3748,-100.8156,Ochiltree County
Texas,35.3423,-102.3869,Oldham County
Texas,30.1194,-93.8634,Orange County
Texas,32.7832,-98.1606,Palo Pinto County
Texas,32.1685,-94.331,Panola County
Texas,32.7998,-97.7401,Parker County
Texas,34.5366,-102.8063,Parmer County
Texas,30.9088,-102.743,Pecos County
Texas,30.756,-94.9157,Polk County
Texas,35.2185,-101.8375,Potter County
Texas,29.907,-104.2272,Presidio County
Texas,32.8857,-95.8036,Rains County
Texas,35.1256,-101.8858,Randall County
Texas,31.2406,-101.4787,Reagan County
Texas,29.7196,-99.8603,Real County
Texas,33.5995,-95.0698,Red River County
Texas,31.3724,-103.5275,Reeves County
Texas,28.2894,-97.2395,Refugio County
Texas,35.7193,-100.7027,Roberts County
Texas,30.96,-96.567,Robertson County
Texas,32.9144,-96.447,Rockwall County
Texas,31.811,-99.9919,Runnels County
Texas,32.1879,-94.7949,Rusk County
Texas,31.3414,-93.8643,Sabine County
Texas,31.4578,-94.1491,San Augustine County
Texas,30.5565,-95.1258,San Jacinto County
Texas,27.9574,-97.4253,San Patricio County
Texas,31.1878,-98.7616,San Saba County
Texas,30.8667,-100.5889,Schleicher County
Texas,32.7046,-100.9115,Scurry County
Texas,32.6963,-99.2983,Shackelford County
Texas,31.8222,-94.1762,Shelby County
Texas,36.3335,-101.9886,Sherman County
Texas,32.329,-95.2943,Smith County
Texas,32.2383,-97.7512,Somervell County
Texas,26.3978,-98.8513,Starr County
Texas,32.7505,-98.9044,Stephens County
Texas,31.8351,-101.0017,Sterling County
Texas,33.1475,-100.2296,Stonewall County
Texas,30.5558,-100.6306,Sutton County
Texas,34.5253,-101.7641,Swisher County
Texas,32.7554,-97.2471,Tarrant County
Texas,32.4297,-99.7705,Taylor County
Texas,30.1651,-102.3322,Terrell County
Texas,33.185,-102.2743,Terry County
Texas,33.1481,-99.1432,Throckmorton County
Texas,33.1817,-94.9719,Titus County
Texas,31.456,-100.4555,Tom Green County
Texas,30.2986,-97.7486,Travis County
Texas,31.0112,-95.2394,Trinity County
Texas,30.743,-94.3644,Tyler County
Texas,32.6966,-94.9323,Upshur County
Texas,31.1908,-102.1184,Upton County
Texas,29.2418,-99.7524,Uvalde County
Texas,29.3785,-100.8964,Val Verde County
Texas,32.5867,-95.8343,Van Zandt County
Texas,28.8177,-96.9902,Victoria County
Texas,30.7293,-95.5313,Walker County
Texas,30.0168,-95.9791,Waller County
Texas,31.5604,-102.9311,Ward County
Texas,30.1813,-96.3976,Washington County
Texas,27.5184,-99.4806,Webb County
Texas,29.276,-96.1756,Wharton County
Texas,35.3459,-100.2644,Wheeler County
Texas,33.9238,-98.5498,Wichita County
Texas,34.1472,-99.2933,Wilbarger County
Texas,26.4536,-97.7766,Willacy County
Texas,30.5526,-97.6915,Williamson County
Texas,29.1991,-98.1241,Wilson County
Texas,31.8401,-103.1007,Winkler County
Texas,33.1735,-97.6551,Wise County
Texas,32.7687,-95.3937,Wood County
Texas,33.023,-102.8308,Yoakum County
Texas,33.1708,-98.6306,Young County
Texas,26.9059,-99.2672,Zapata County
Texas,28.7497,-99.8028,Zavala County
Vermont,44.0598,-73.1665,Addison County
Vermont,42.9633,-73.1598,Bennington County
Vermont,44.4642,-72.0761,Caledonia County
Vermont,44.4824,-73.1525,Chittenden County
Vermont,44.6906,-71.7416,Essex County
Vermont,44.845,-72.9984,Franklin County
Vermont,44.7839,-73.3014,Grand Isle County
Vermont,44.5866,-72.6521,Lamoille County
Vermont,43.9934,-72.3979,Orange County
Vermont,44.8686,-72.2218,Orleans County
Vermont,43.6031,-73.0428,Rutland County
Vermont,44.241,-72.578,Washington County
Vermont,42.9545,-72.6106,Windham County
Vermont,43.5402,-72.4917,Windsor County
Virginia,37.78,-75.6441,Accomack County
Virginia,38.0499,-78.5223,Albemarle County
Virginia,37.7964,-79.9598,Alleghany County
Virginia,37.3407,-77.9752,Amelia County
Virginia,37.5124,-79.1054,Amherst County
Virginia,37.3601,-78.8306,Appomattox County
Virginia,38.8739,-77.1019,Arlington County
Virginia,38.1314,-79.0444,Augusta County
Virginia,38.0158,-79.7683,Bath County
Virginia,37.3162,-79.5285,Bedford County
Virginia,37.1532,-81.0985,Bland County
Virginia,37.459,-79.8403,Botetourt County
Virginia,36.76,-77.8596,Brunswick County
Virginia,37.2661,-82.0606,Buchanan County
Virginia,37.5807,-78.4792,Buckingham County
Virginia,37.251,-79.1668,Campbell County
Virginia,38.0095,-77.4072,Caroline County
Virginia,36.7152,-80.7623,Carroll County
Virginia,37.3784,-77.0991,Charles City County
Virginia,37.0071,-78.6367,Charlotte County
Virginia,37.4254,-77.5403,Chesterfield County
Virginia,39.1265,-77.9906,Clarke County
Virginia,37.4761,-80.1789,Craig County
Virginia,38.4977,-77.9991,Culpeper County
Virginia,37.482,-78.2656,Cumberland County
Virginia,37.1429,-82.3777,Dickenson County
Virginia,37.1258,-77.57,Dinwiddie County
Virginia,37.9156,-76.9058,Essex County
Virginia,38.8405,-77.2466,Fairfax County
Virginia,38.7066,-77.7754,Fauquier County
Virginia,36.9427,-80.3441,Floyd County
Virginia,37.8642,-78.2948,Fluvanna County
Virginia,37.0096,-79.877,Franklin County
Virginia,39.1722,-78.1984,Frederick County
Virginia,37.3199,-80.7177,Giles County
Virginia,37.3634,-76.5251,Gloucester County
Virginia,37.7,-77.8523,Goochland County
Virginia,36.651,-81.1273,Grayson County
Virginia,38.2628,-78.4309,Greene County
Virginia,36.6907,-77.5626,Greensville County
Virginia,36.7618,-78.9326,Halifax County
Virginia,37.6897,-77.423,Hanover County
Virginia,37.5931,-77.4859,Henrico County
Virginia,36.6905,-79.9067,Henry County
Virginia,38.3934,-79.5672,Highland County
Virginia,36.9126,-76.6783,Isle of Wight County
Virginia,37.2905,-76.747,James City County
Virginia,37.692,-76.8896,King and Queen County
Virginia,38.2913,-77.1487,King George County
Virginia,37.6829,-77.0355,King William County
Virginia,37.7039,-76.4395,Lancaster County
Virginia,36.7205,-83.1094,Lee County
Virginia,39.0686,-77.5142,Loudoun County
Virginia,37.9753,-77.9601,Louisa County
Virginia,36.9643,-78.2167,Lunenburg County
Virginia,38.3816,-78.2392,Madison County
Virginia,37.4393,-76.3369,Mathews County
Virginia,36.6968,-78.3403,Mecklenburg County
Virginia,37.6056,-76.5118,Middlesex County
Virginia,37.1903,-80.41,Montgomery County
Virginia,37.8034,-78.8769,Nelson County
Virginia,37.4974,-77.0437,New Kent County
Virginia,37.3873,-75.918,Northampton County
Virginia,37.8886,-76.4121,Northumberland County
Virginia,37.1435,-78.0743,Nottoway County
Virginia,38.2471,-78.024,Orange County
Virginia,38.6008,-78.5035,Page County
Virginia,36.6547,-80.2844,Patrick County
Virginia,36.7834,-79.4032,Pittsylvania County
Virginia,37.5558,-77.8687,Powhatan County
Virginia,37.262,-78.4224,Prince Edward County
Virginia,37.2122,-77.2943,Prince George County
Virginia,38.6768,-77.3747,Prince William County
Virginia,37.081,-80.7095,Pulaski County
Virginia,38.6903,-78.1338,Rappahannock County
Virginia,37.9358,-76.7119,Richmond County
Virginia,37.2704,-79.9895,Roanoke County
Virginia,37.7839,-79.4297,Rockbridge County
Virginia,38.4598,-78.8344,Rockingham County
Virginia,36.943,-82.0921,Russell County
Virginia,36.6826,-82.5957,Scott County
Virginia,38.8616,-78.5381,Shenandoah County
Virginia,36.8317,-81.5776,Smyth County
Virginia,36.7072,-77.0779,Southampton County
Virginia,38.2345,-77.5733,Spotsylvania County
Virginia,38.4093,-77.4425,Stafford County
Virginia,37.1175,-76.869,Surry County
Virginia,36.9529,-77.204,Sussex County
Virginia,37.1462,-81.5777,Tazewell County
Virginia,38.9236,-78.1908,Warren County
Virginia,36.7059,-81.9721,Washington County
Virginia,38.1494,-76.8335,Westmoreland County
Virginia,36.9501,-82.6086,Wise County
Virginia,36.919,-81.0679,Wythe County
Virginia,37.1781,-76.493,York County
Virginia,38.8207,-77.091,Alexandria city
Virginia,37.3372,-79.5211,Bedford city
Virginia,36.609,-82.1711,Bristol city
Virginia,37.7338,-79.353,Buena Vista city
Virginia,38.0337,-78.4906,Charlottesville city
Virginia,36.7661,-76.284,Chesapeake city
Virginia,37.8196,-79.8245,Clifton Forge city
Virginia,37.2626,-77.402,Colonial Heights city
Virginia,37.782,-79.99,Covington city
Virginia,36.5902,-79.4084,Danville city
Virginia,36.6916,-77.5416,Emporia city
Virginia,38.8523,-77.3035,Fairfax city
Virginia,38.8838,-77.1753,Falls Church city
Virginia,36.6757,-76.9338,Franklin city
Virginia,38.2995,-77.4772,Fredericksburg city
Virginia,36.6647,-80.92,Galax city
Virginia,37.0404,-76.3633,Hampton city
Virginia,38.4433,-78.8709,Harrisonburg city
Virginia,37.2889,-77.3048,Hopewell city
Virginia,37.7835,-79.4429,Lexington city
Virginia,37.3997,-79.1834,Lynchburg city
Virginia,38.7544,-77.475,Manassas city
Virginia,38.7784,-77.4619,Manassas Park city
Virginia,36.6841,-79.8671,Martinsville city
Virginia,37.0814,-76.4946,Newport News city
Virginia,36.9002,-76.2618,Norfolk city
Virginia,36.9378,-82.6243,Norton city
Virginia,37.212,-77.4005,Petersburg city
Virginia,37.1313,-76.3807,Poquoson city
Virginia,36.8301,-76.3511,Portsmouth city
Virginia,37.1287,-80.5601,Radford city
Virginia,37.5364,-77.4653,Richmond city
Virginia,37.278,-79.9612,Roanoke city
Virginia,37.2853,-80.056,Salem city
Virginia,36.7067,-78.9041,South Boston city
Virginia,38.1566,-79.0771,Staunton city
Virginia,36.7489,-76.5886,Suffolk city
Virginia,36.8277,-76.1025,Virginia Beach city
Virginia,38.071,-78.897,Waynesboro city
Virginia,37.2755,-76.7126,Williamsburg city
Virginia,39.1774,-78.1678,Winchester city
West Virginia,39.1125,-80.0069,Barbour County
West Virginia,39.4567,-77.9825,Berkeley County
West Virginia,38.0457,-81.7432,Boone County
West Virginia,38.6916,-80.731,Braxton County
West Virginia,40.3042,-80.5865,Brooke County
West Virginia,38.4134,-82.3483,Cabell County
West Virginia,38.8572,-81.1059,Calhoun County
West Virginia,38.458,-81.1033,Clay County
West Virginia,39.2834,-80.7163,Doddridge County
West Virginia,38.0351,-81.1399,Fayette County
West Virginia,38.9259,-80.837,Gilmer County
West Virginia,39.0654,-79.1688,Grant County
West Virginia,37.8613,-80.5023,Greenbrier County
West Virginia,39.3319,-78.633,Hampshire County
West Virginia,40.4783,-80.5701,Hancock County
West Virginia,39.0331,-78.8844,Hardy County
West Virginia,39.29,-80.3479,Harrison County
West Virginia,38.8472,-81.7125,Jackson County
West Virginia,39.3182,-77.8469,Jefferson County
West Virginia,38.3587,-81.6494,Kanawha County
West Virginia,39.0336,-80.4722,Lewis County
West Virginia,38.1946,-82.0701,Lincoln County
West Virginia,37.8446,-81.9596,Logan County
West Virginia,37.3898,-81.6445,McDowell County
West Virginia,39.4884,-80.1832,Marion County
West Virginia,39.9265,-80.7056,Marshall County
West Virginia,38.8357,-82.0628,Mason County
West Virginia,37.3475,-81.1503,Mercer County
West Virginia,39.4676,-78.9171,Mineral County
West Virginia,37.7018,-82.1544,Mingo County
West Virginia,39.6359,-79.9683,Monongalia County
West Virginia,37.5314,-80.6298,Monroe County
West Virginia,39.5852,-78.2352,Morgan County
West Virginia,38.2753,-80.7699,Nicholas County
West Virginia,40.0763,-80.678,Ohio County
West Virginia,38.6739,-79.3425,Pendleton County
West Virginia,39.3816,-81.1952,Pleasants County
West Virginia,38.2935,-80.0203,Pocahontas County
West Virginia,39.4705,-79.6896,Preston County
West Virginia,38.4757,-81.9204,Putnam County
West Virginia,37.7722,-81.2166,Raleigh County
West Virginia,38.8678,-79.8711,Randolph County
West Virginia,39.2116,-81.0427,Ritchie County
West Virginia,38.7331,-81.3474,Roane County
West Virginia,37.6685,-80.8521,Summers County
West Virginia,39.3342,-80.056,Taylor County
West Virginia,39.1118,-79.6063,Tucker County
West Virginia,39.5129,-80.9286,Tyler County
West Virginia,38.9533,-80.2304,Upshur County
West Virginia,38.268,-82.492,Wayne County
West Virginia,38.4761,-80.4752,Webster County
West Virginia,39.6278,-80.7583,Wetzel County
West Virginia,39.0508,-81.3923,Wirt County
West Virginia,39.2671,-81.5321,Wood County
West Virginia,37.6234,-81.5603,Wyoming County
Wisconsin,43.9457,-89.7838,Adams County
Wisconsin,46.4552,-90.7773,Ashland County
Wisconsin,45.4367,-91.8205,Barron County
Wisconsin,46.5928,-91.0881,Bayfield County
Wisconsin,44.4982,-88.0313,Brown County
Wisconsin,44.3743,-91.7511,Buffalo County
Wisconsin,45.8253,-92.4151,Burnett County
Wisconsin,44.1219,-88.2283,Calumet County
Wisconsin,44.9915,-91.3298,Chippewa County
Wisconsin,44.7804,-90.5516,Clark County
Wisconsin,43.4665,-89.3622,Columbia County
Wisconsin,43.1643,-91.0064,Crawford County
Wisconsin,43.0735,-89.3924,Dane County
Wisconsin,43.4342,-88.7149,Dodge County
Wisconsin,44.8981,-87.3466,Door County
Wisconsin,46.6413,-92.0254,Douglas County
Wisconsin,44.9162,-91.9028,Dunn County
Wisconsin,44.7924,-91.4564,Eau Claire County
Wisconsin,45.8549,-88.247,Florence County
Wisconsin,43.7657,-88.4921,Fond du Lac County
Wisconsin,45.5665,-88.7969,Forest County
Wisconsin,42.8224,-90.6257,Grant County
Wisconsin,42.654,-89.5799,Green County
Wisconsin,43.8459,-89.01,Green Lake County
Wisconsin,42.9796,-90.1379,Iowa County
Wisconsin,46.3614,-90.2004,Iron County
Wisconsin,44.3208,-90.9077,Jackson County
Wisconsin,43.037,-88.7839,Jefferson County
Wisconsin,43.8319,-90.113,Juneau County
Wisconsin,42.5736,-87.9129,Kenosha County
Wisconsin,44.528,-87.5805,Kewaunee County
Wisconsin,43.8476,-91.2083,La Crosse County
Wisconsin,42.6579,-90.1326,Lafayette County
Wisconsin,45.1831,-89.1081,Langlade County
Wisconsin,45.2829,-89.6875,Lincoln County
Wisconsin,44.1083,-87.7151,Manitowoc County
Wisconsin,44.9131,-89.7133,Marathon County
Wisconsin,45.2242,-87.8373,Marinette County
Wisconsin,43.8143,-89.4057,Marquette County
Wisconsin,44.9212,-88.6531,Menominee County
Wisconsin,43.0391,-87.9589,Milwaukee County
Wisconsin,43.9418,-90.6362,Monroe County
Wisconsin,44.9144,-88.1445,Oconto County
Wisconsin,45.7029,-89.4763,Oneida County
Wisconsin,44.3095,-88.3986,Outagamie County
Wisconsin,43.3181,-87.9507,Ozaukee County
Wisconsin,44.5871,-91.999,Pepin County
Wisconsin,44.7649,-92.5262,Pierce County
Wisconsin,45.4152,-92.4706,Polk County
Wisconsin,44.5008,-89.5302,Portage County
Wisconsin,45.7303,-90.4002,Price County
Wisconsin,42.7333,-87.9081,Racine County
Wisconsin,43.3522,-90.3957,Richland County
Wisconsin,42.6427,-89.0374,Rock County
Wisconsin,45.4496,-91.125,Rusk County
Wisconsin,45.0217,-92.5648,St. Croix County
Wisconsin,43.4378,-89.8722,Sauk County
Wisconsin,45.9271,-91.3338,Sawyer County
Wisconsin,44.7875,-88.7037,Shawano County
Wisconsin,43.7346,-87.814,Sheboygan County
Wisconsin,45.1733,-90.4133,Taylor County
Wisconsin,44.3016,-91.3558,Trempealeau County
Wisconsin,43.6053,-90.8473,Vernon County
Wisconsin,45.9882,-89.4817,Vilas County
Wisconsin,42.6715,-88.5523,Walworth County
Wisconsin,45.8471,-91.8344,Washburn County
Wisconsin,43.3514,-88.2141,Washington County
Wisconsin,43.0348,-88.2306,Waukesha County
Wisconsin,44.4383,-88.9296,Waupaca County
Wisconsin,44.1063,-89.2301,Waushara County
Wisconsin,44.0994,-88.5344,Winnebago County
Wisconsin,44.4816,-89.9664,Wood County
Wyoming,41.3163,-105.5962,Albany County
Wyoming,44.6218,-108.2318,Big Horn County
Wyoming,44.2565,-105.4932,Campbell County
Wyoming,41.6854,-107.0587,Carbon County
Wyoming,42.7963,-105.5286,Converse County
Wyoming,44.4624,-104.6088,Crook County
Wyoming,43.0107,-108.6029,Fremont County
Wyoming,42.0536,-104.2248,Goshen County
Wyoming,43.6622,-108.2313,Hot Springs County
Wyoming,44.2594,-106.6865,Johnson County
Wyoming,41.1511,-104.7771,Laramie County
Wyoming,42.8441,-106.337,Natrona County
Wyoming,42.8157,-104.4691,Niobrara County
Wyoming,44.6117,-108.9747,Park County
Wyoming,42.1034,-104.9261,Platte County
Wyoming,44.7834,-106.9738,Sheridan County
Wyoming,44.0125,-107.9114,Washakie County
Wyoming,43.9087,-104.3192,Weston County
