STNAME,YCOORD,XCOORD,CNTYNAME
Iowa,42.0584,-92.0455,Benton County
Iowa,42.4921,-92.3665,Black Hawk County
Iowa,42.0292,-93.8988,Boone County
Iowa,42.7479,-92.3679,Bremer County
Iowa,42.4872,-91.8959,Buchanan County
Iowa,42.6864,-95.1739,Buena Vista County
Iowa,42.7106,-92.761,Butler County
Iowa,42.3981,-94.6242,Calhoun County
Iowa,42.0372,-94.8684,Carroll County
Iowa,41.3656,-94.9763,Cass County
Iowa,41.7599,-91.1302,Cedar County
Iowa,43.1343,-93.2466,Cerro Gordo County
Iowa,42.7475,-95.5931,Cherokee County
Iowa,43.0396,-92.3342,Chickasaw County
Iowa,41.0361,-93.7802,Clarke County
Iowa,43.1222,-95.1599,Clay County
Iowa,42.8547,-91.3197,Clayton County
Iowa,41.8534,-90.3255,Clinton County
Iowa,42.0286,-95.3586,Crawford County
Iowa,41.6893,-94.014,Dallas County
Iowa,40.7639,-92.4093,Davis County
Iowa,40.7137,-93.8171,Decatur County
Iowa,42.4824,-91.3819,Delaware County
Iowa,40.8331,-91.14,Des Moines County
Iowa,43.3915,-95.1352,Dickinson County
Iowa,42.4958,-90.7546,Dubuque County
Iowa,43.3926,-94.7501,Emmet County
Iowa,42.8211,-91.8573,Fayette County
Iowa,43.073,-92.755,Floyd County
Iowa,42.751,-93.2422,Franklin County
Iowa,40.7473,-95.6157,Fremont County
Iowa,42.0298,-94.3783,Greene County
Iowa,42.3793,-92.7566,Grundy County
Iowa,41.6715,-94.4422,Guthrie County
Iowa,42.4093,-93.7645,Hamilton County
Iowa,43.0892,-93.711,Hancock County
Iowa,42.4353,-93.2154,Hardin County
Iowa,41.6698,-95.8015,Harrison County
Iowa,40.9816,-91.5355,Henry County
Iowa,43.3583,-92.239,Howard County
Iowa,42.7505,-94.2167,Humboldt County
Iowa,42.3877,-95.5049,Ida County
Iowa,41.7047,-92.0505,Iowa County
Iowa,42.1369,-90.5621,Jackson County
Iowa,41.679,-93.0669,Jasper County
Iowa,41.0132,-91.9657,Jefferson County
Iowa,41.6693,-91.551,Johnson County
Iowa,42.1344,-91.1877,Jones County
Iowa,41.3283,-92.1802,Keokuk County
Iowa,43.1525,-94.2199,Kossuth County
Iowa,40.5565,-91.3973,Lee County
Iowa,42.0081,-91.6461,Linn County
Iowa,41.2247,-91.2454,Louisa County
Iowa,41.022,-93.3109,Lucas County
Iowa,43.384,-96.2058,Lyon County
Iowa,41.3411,-93.9957,Madison County
Iowa,41.3132,-92.6401,Mahaska County
Iowa,41.3487,-93.0454,Marion County
Iowa,42.0323,-92.9375,Marshall County
Iowa,41.0441,-95.6817,Mills County
Iowa,43.3376,-92.8027,Mitchell County
Iowa,42.0623,-95.9721,Monona County
Iowa,41.0364,-92.8301,Monroe County
Iowa,41.0105,-95.1684,Montgomery County
Iowa,41.4623,-91.0745,Muscatine County
Iowa,43.1216,-95.6856,O'Brien County
Iowa,43.3838,-95.6753,Osceola County
Iowa,40.7447,-95.196,Page County
Iowa,43.0936,-94.6847,Palo Alto County
Iowa,42.7532,-96.2004,Plymouth County
Iowa,42.7457,-94.7012,Pocahontas County
Iowa,41.6134,-93.64,Polk County
Iowa,41.2809,-95.7886,Pottawattamie County
Iowa,41.7073,-92.6144,Poweshiek County
Iowa,40.7375,-94.2329,Ringgold County
Iowa,42.3768,-95.0903,Sac County
Iowa,41.5599,-90.5717,Scott County
Iowa,41.6697,-95.3177,Shelby County
Iowa,43.0781,-96.1678,Sioux County
Iowa,42.0278,-93.5931,Story County
Iowa,42.0655,-92.5397,Tama County
Iowa,40.7531,-94.6742,Taylor County
Iowa,41.0512,-94.3169,Union County
Iowa,40.7429,-91.9417,Van Buren County
Iowa,41.0159,-92.4169,Wapello County
Iowa,41.3991,-93.5815,Warren County
Iowa,41.3511,-91.7009,Washington County
Iowa,40.7415,-93.3184,Wayne County
Iowa,42.4794,-94.1778,Webster County
Iowa,43.3447,-93.6752,Winnebago County
Iowa,43.2779,-91.8172,Winneshiek County
Iowa,42.4831,-96.3391,Woodbury County
Iowa,43.365,-93.2528,Worth County
Iowa,42.731,-93.7522,Wright County
Kansas,37.8956,-95.368,Allen County
Kansas,38.2471,-95.2636,Anderson County
Kansas,39.5548,-95.1817,Atchison County
Kansas,37.2163,-98.5603,Barber County
Kansas,38.3992,-98.7588,Barton County
Kansas,37.8428,-94.748,Bourbon County
Kansas,39.8051,-95.5513,Brown County
Kansas,37.7325,-96.9729,Butler County
Kansas,38.353,-96.5679,Chase County
Kansas,37.1127,-96.2442,Chautauqua County
Kansas,37.1152,-94.7555,Cherokee County
Kansas,39.7698,-101.7436,Cheyenne County
Kansas,37.2753,-99.8561,Clark County
Kansas,39.361,-97.1256,Clay County
Kansas,39.5356,-97.6377,Cloud County
Kansas,38.2406,-95.7384,Coffey County
Kansas,37.2336,-99.3678,Comanche County
Kansas,37.1694,-96.9977,Cowley County
Kansas,37.4427,-94.7363,Crawford County
Kansas,39.7979,-100.4818,Decatur County
Kansas,38.873,-97.1419,Dickinson County
Kansas,39.7901,-95.0843,Doniphan County
Kansas,38.9427,-95.2486,Douglas County
Kansas,37.9142,-99.3577,Edwards County
Kansas,37.4226,-96.2382,Elk County
Kansas,38.8808,-99.3263,Ellis County
Kansas,38.7223,-98.2711,Ellsworth County
Kansas,37.9781,-100.8636,Finney County
Kansas,37.7487,-99.9873,Ford County
Kansas,38.6006,-95.262,Franklin County
Kansas,39.0388,-96.832,Geary County
Kansas,39.0421,-100.3921,Gove County
Kansas,39.3536,-99.8634,Graham County
Kansas,37.5792,-101.3488,Grant County
Kansas,37.7231,-100.4169,Gray County
Kansas,38.4962,-101.7656,Greeley County
Kansas,37.8636,-96.2236,Greenwood County
Kansas,37.9819,-101.7625,Hamilton County
Kansas,37.2141,-98.0518,Harper County
Kansas,38.0477,-97.3894,Harvey County
Kansas,37.5021,-100.8892,Haskell County
Kansas,38.085,-99.8561,Hodgeman County
Kansas,39.4107,-95.7494,Jackson County
Kansas,39.2176,-95.3962,Jefferson County
Kansas,39.7767,-98.206,Jewell County
Kansas,38.9481,-94.7184,Johnson County
Kansas,37.9565,-101.237,Kearny County
Kansas,37.6029,-98.1163,Kingman County
Kansas,37.5985,-99.2689,Kiowa County
Kansas,37.2603,-95.2566,Labette County
Kansas,38.5031,-100.4824,Lane County
Kansas,39.2669,-94.9518,Leavenworth County
Kansas,39.0376,-98.18,Lincoln County
Kansas,38.2205,-94.8061,Linn County
Kansas,39.0857,-100.9392,Logan County
Kansas,38.4159,-96.1773,Lyon County
Kansas,38.3803,-97.647,McPherson County
Kansas,38.3231,-97.1178,Marion County
Kansas,39.8011,-96.5691,Marshall County
Kansas,37.2931,-100.3868,Meade County
Kansas,38.5691,-94.8585,Miami County
Kansas,39.4503,-98.18,Mitchell County
Kansas,37.1343,-95.6878,Montgomery County
Kansas,38.6964,-96.5831,Morris County
Kansas,37.0536,-101.8379,Morton County
Kansas,39.8274,-95.9736,Nemaha County
Kansas,37.626,-95.3916,Neosho County
Kansas,38.4985,-99.9019,Ness County
Kansas,39.8149,-99.8876,Norton County
Kansas,38.6995,-95.7184,Osage County
Kansas,39.4225,-98.7118,Osborne County
Kansas,39.1103,-97.6937,Ottawa County
Kansas,38.1767,-99.1478,Pawnee County
Kansas,39.7559,-99.3463,Phillips County
Kansas,39.2714,-96.3088,Pottawatomie County
Kansas,37.6458,-98.7325,Pratt County
Kansas,39.8113,-101.0491,Rawlins County
Kansas,38.0496,-97.9367,Reno County
Kansas,39.8215,-97.6532,Republic County
Kansas,38.327,-98.2061,Rice County
Kansas,39.1811,-96.6473,Riley County
Kansas,39.3189,-99.3161,Rooks County
Kansas,38.5237,-99.2784,Rush County
Kansas,38.9077,-98.8187,Russell County
Kansas,38.8171,-97.6083,Saline County
Kansas,38.481,-100.9143,Scott County
Kansas,37.6758,-97.3401,Sedgwick County
Kansas,37.0547,-100.9159,Seward County
Kansas,39.0363,-95.7002,Shawnee County
Kansas,39.3644,-100.465,Sheridan County
Kansas,39.349,-101.7325,Sherman County
Kansas,39.7737,-98.8016,Smith County
Kansas,38.0113,-98.7275,Stafford County
Kansas,37.5657,-101.7484,Stanton County
Kansas,37.1919,-101.32,Stevens County
Kansas,37.2969,-97.4063,Sumner County
Kansas,39.3849,-101.0463,Thomas County
Kansas,38.995,-99.8833,Trego County
Kansas,38.9722,-96.1879,Wabaunsee County
Kansas,38.8796,-101.7592,Wallace County
Kansas,39.7832,-97.0578,Washington County
Kansas,38.4978,-101.3499,Wichita County
Kansas,37.5122,-95.7405,Wilson County
Kansas,37.8745,-95.7383,Woodson County
Kansas,39.1038,-94.698,Wyandotte County
Kentucky,37.1051,-85.2833,Adair County
Kentucky,36.7456,-86.1993,Allen County
Kentucky,38.0231,-84.9305,Anderson County
Kentucky,37.0416,-88.9851,Ballard County
Kentucky,36.9981,-85.9255,Barren County
Kentucky,38.1448,-83.7475,Bath County
Kentucky,36.6898,-83.7009,Bell County
Kentucky,38.9856,-84.6731,Boone County
Kentucky,38.2077,-84.2416,Bourbon County
Kentucky,38.4354,-82.6639,Boyd County
Kentucky,37.6358,-84.7997,Boyle County
Kentucky,38.7053,-84.0715,Bracken County
Kentucky,37.5197,-83.3746,Breathitt County
Kentucky,37.7772,-86.4228,Breckinridge County
Kentucky,38.0228,-85.666,Bullitt County
Kentucky,37.2234,-86.6825,Butler County
Kentucky,37.1273,-87.8809,Caldwell County
Kentucky,36.6165,-88.3043,Calloway County
Kentucky,39.0453,-84.445,Campbell County
Kentucky,36.8513,-88.9523,Carlisle County
Kentucky,38.6703,-85.1412,Carroll County
Kentucky,38.3119,-83.0448,Carter County
Kentucky,37.3023,-84.9252,Casey County
Kentucky,36.8035,-87.4778,Christian County
Kentucky,37.9866,-84.1805,Clark County
Kentucky,37.1666,-83.7343,Clay County
Kentucky,36.7138,-85.1333,Clinton County
Kentucky,37.3316,-88.0953,Crittenden County
Kentucky,36.7782,-85.393,Cumberland County
Kentucky,37.7485,-87.0977,Daviess County
Kentucky,37.2065,-86.2619,Edmonson County
Kentucky,38.117,-83.1108,Elliott County
Kentucky,37.7051,-83.9874,Estill County
Kentucky,38.0231,-84.4961,Fayette County
Kentucky,38.3938,-83.7178,Fleming County
Kentucky,37.5457,-82.7386,Floyd County
Kentucky,38.1962,-84.87,Franklin County
Kentucky,36.5382,-89.0371,Fulton County
Kentucky,38.7623,-84.8524,Gallatin County
Kentucky,37.6343,-84.5609,Garrard County
Kentucky,38.6724,-84.6021,Grant County
Kentucky,36.7386,-88.6486,Graves County
Kentucky,37.4686,-86.3104,Grayson County
Kentucky,37.2623,-85.5364,Green County
Kentucky,38.5564,-82.8086,Greenup County
Kentucky,37.8705,-86.8056,Hancock County
Kentucky,37.7669,-85.9238,Hardin County
Kentucky,36.8681,-83.2248,Harlan County
Kentucky,38.4134,-84.3122,Harrison County
Kentucky,37.2735,-85.8811,Hart County
Kentucky,37.8165,-87.5664,Henderson County
Kentucky,38.4313,-85.1663,Henry County
Kentucky,36.666,-88.9621,Hickman County
Kentucky,37.3,-87.5238,Hopkins County
Kentucky,37.4115,-83.9971,Jackson County
Kentucky,38.2012,-85.7111,Jefferson County
Kentucky,37.8828,-84.5851,Jessamine County
Kentucky,37.8282,-82.8127,Johnson County
Kentucky,39.0244,-84.5464,Kenton County
Kentucky,37.3273,-82.9365,Knott County
Kentucky,36.898,-83.9065,Knox County
Kentucky,37.5452,-85.7235,Larue County
Kentucky,37.0956,-84.0894,Laurel County
Kentucky,38.0752,-82.6867,Lawrence County
Kentucky,37.5875,-83.7048,Lee County
Kentucky,37.1113,-83.3775,Leslie County
Kentucky,37.1476,-82.8052,Letcher County
Kentucky,38.566,-83.3401,Lewis County
Kentucky,37.464,-84.666,Lincoln County
Kentucky,37.1426,-88.3532,Livingston County
Kentucky,36.8546,-86.8758,Logan County
Kentucky,37.0649,-88.0831,Lyon County
Kentucky,37.0507,-88.6403,McCracken County
Kentucky,36.7179,-84.4578,McCreary County
Kentucky,37.512,-87.2235,McLean County
Kentucky,37.7025,-84.286,Madison County
Kentucky,37.7286,-83.0557,Magoffin County
Kentucky,37.5703,-85.2838,Marion County
Kentucky,36.8988,-88.3393,Marshall County
Kentucky,37.8445,-82.4965,Martin County
Kentucky,38.6183,-83.7848,Mason County
Kentucky,37.9316,-86.1224,Meade County
Kentucky,37.9364,-83.6075,Menifee County
Kentucky,37.7825,-84.849,Mercer County
Kentucky,36.9934,-85.6432,Metcalfe County
Kentucky,36.7091,-85.7299,Monroe County
Kentucky,38.0348,-83.9205,Montgomery County
Kentucky,37.9132,-83.2595,Morgan County
Kentucky,37.2365,-87.1477,Muhlenberg County
Kentucky,37.8114,-85.4693,Nelson County
Kentucky,38.3276,-84.0208,Nicholas County
Kentucky,37.4618,-86.8615,Ohio County
Kentucky,38.3731,-85.4604,Oldham County
Kentucky,38.5274,-84.8318,Owen County
Kentucky,37.4507,-83.6835,Owsley County
Kentucky,38.7166,-84.3558,Pendleton County
Kentucky,37.2538,-83.1982,Perry County
Kentucky,37.4618,-82.4088,Pike County
Kentucky,37.8495,-83.8745,Powell County
Kentucky,37.0944,-84.6097,Pulaski County
Kentucky,38.5218,-84.048,Robertson County
Kentucky,37.3788,-84.3426,Rockcastle County
Kentucky,38.1938,-83.4326,Rowan County
Kentucky,37.0257,-85.0618,Russell County
Kentucky,38.2344,-84.5735,Scott County
Kentucky,38.2135,-85.2185,Shelby County
Kentucky,36.7311,-86.575,Simpson County
Kentucky,38.0417,-85.3482,Spencer County
Kentucky,37.3504,-85.3408,Taylor County
Kentucky,36.8098,-87.169,Todd County
Kentucky,36.8536,-87.8334,Trigg County
Kentucky,38.6279,-85.3349,Trimble County
Kentucky,37.6514,-87.9298,Union County
Kentucky,36.9786,-86.4337,Warren County
Kentucky,37.735,-85.1903,Washington County
Kentucky,36.8294,-84.8437,Wayne County
Kentucky,37.4899,-87.6996,Webster County
Kentucky,36.8043,-84.1335,Whitley County
Kentucky,37.7414,-83.5045,Wolfe County
Kentucky,38.0534,-84.7265,Woodford County
Louisiana,30.2726,-92.3532,Acadia Parish
Louisiana,30.6822,-92.766,Allen Parish
Louisiana,30.2295,-90.9314,Ascension Parish
Louisiana,29.9256,-91.0624,Assumption Parish
Louisiana,31.0529,-92.0656,Avoyelles Parish
Louisiana,30.754,-93.2991,Beauregard Parish
Louisiana,32.3944,-93.0789,Bienville Parish
Louisiana,32.5578,-93.6595,Bossier Parish
Louisiana,32.4795,-93.7996,Caddo Parish
Louisiana,30.2294,-93.2627,Calcasieu Parish
Louisiana,32.0819,-92.1013,Caldwell Parish
Louisiana,29.8759,-93.2271,Cameron Parish
Louisiana,31.6862,-91.8228,Catahoula Parish
Louisiana,32.8354,-93.0388,Claiborne Parish
Louisiana,31.5936,-91.5446,Concordia Parish
Louisiana,32.0751,-93.7661,De Soto Parish
Louisiana,30.4689,-91.1065,East Baton Rouge Parish
Louisiana,32.7716,-91.2003,East Carroll Parish
Louisiana,30.8305,-91.0926,East Feliciana Parish
Louisiana,30.683,-92.3522,Evangeline Parish
Louisiana,32.1376,-91.6953,Franklin Parish
Louisiana,31.5456,-92.5711,Grant Parish
Louisiana,29.99,-91.8039,Iberia Parish
Louisiana,30.2698,-91.2442,Iberville Parish
Louisiana,32.2812,-92.6496,Jackson Parish
Louisiana,29.9477,-90.156,Jefferson Parish
Louisiana,30.2345,-92.7293,Jefferson Davis Parish
Louisiana,30.2122,-92.0414,Lafayette Parish
Louisiana,29.6754,-90.6061,Lafourche Parish
Louisiana,31.729,-92.1694,La Salle Parish
Louisiana,32.5473,-92.6512,Lincoln Parish
Louisiana,30.477,-90.8315,Livingston Parish
Louisiana,32.4028,-91.1917,Madison Parish
Louisiana,32.7861,-91.8821,Morehouse Parish
Louisiana,31.7618,-93.0994,Natchitoches Parish
Louisiana,29.9758,-90.0522,Orleans Parish
Louisiana,32.5103,-92.1204,Ouachita Parish
Louisiana,29.5932,-89.7671,Plaquemines Parish
Louisiana,30.6824,-91.5058,Pointe Coupee Parish
Louisiana,31.2867,-92.4574,Rapides Parish
Louisiana,32.0554,-93.3136,Red River Parish
Louisiana,32.4447,-91.6996,Richland Parish
Louisiana,31.5832,-93.5561,Sabine Parish
Louisiana,29.9301,-89.9361,St. Bernard Parish
Louisiana,29.9406,-90.3765,St. Charles Parish
Louisiana,30.7986,-90.6909,St. Helena Parish
Louisiana,30.0192,-90.7431,St. James Parish
Louisiana,30.0685,-90.5195,St. John the Baptist Pari
Louisiana,30.5232,-92.1146,St. Landry Parish
Louisiana,30.2158,-91.8289,St. Martin Parish
Louisiana,29.7435,-91.3512,St. Mary Parish
Louisiana,30.371,-89.9183,St. Tammany Parish
Louisiana,30.5823,-90.4622,Tangipahoa Parish
Louisiana,31.9587,-91.3044,Tensas Parish
Louisiana,29.5816,-90.7181,Terrebonne Parish
Louisiana,32.8058,-92.4061,Union Parish
Louisiana,29.9811,-92.1814,Vermilion Parish
Louisiana,31.0896,-93.2312,Vernon Parish
Louisiana,30.8337,-89.9737,Washington Parish
Louisiana,32.7122,-93.344,Webster Parish
Louisiana,30.4474,-91.2595,West Baton Rouge Parish
Louisiana,32.8198,-91.4295,West Carroll Parish
Louisiana,30.8973,-91.4671,West Feliciana Parish
Louisiana,31.9332,-92.6699,Winn Parish
Maine,44.117,-70.2013,Androscoggin County
Maine,46.7375,-68.0746,Aroostook County
Maine,43.7448,-70.2917,Cumberland County
Maine,44.6978,-70.224,Franklin County
Maine,44.459,-68.4601,Hancock County
Maine,44.3965,-69.7445,Kennebec County
Maine,44.1281,-69.1545,Knox County
Maine,44.0273,-69.5547,Lincoln County
Maine,44.3085,-70.6082,Oxford County
Maine,44.9818,-68.7814,Penobscot County
Maine,45.2443,-69.2658,Piscataquis County
Maine,43.9492,-69.8682,Sagadahoc County
Maine,44.8238,-69.6887,Somerset County
Maine,44.4915,-69.0785,Waldo County
Maine,44.8779,-67.447,Washington County
Maine,43.4167,-70.636,York County
Maryland,39.6288,-78.8265,Allegany County
Maryland,39.0702,-76.591,Anne Arundel County
Maryland,39.3634,-76.6094,Baltimore County
Maryland,38.567,-76.5554,Calvert County
Maryland,38.8676,-75.8306,Caroline County
Maryland,39.5315,-76.9938,Carroll County
Maryland,39.6138,-75.9396,Cecil County
Maryland,38.5734,-76.9593,Charles County
Maryland,38.5621,-76.0178,Dorchester County
Maryland,39.4428,-77.4073,Frederick County
Maryland,39.5063,-79.3059,Garrett County
Maryland,39.5201,-76.3071,Harford County
Maryland,39.2176,-76.8598,Howard County
Maryland,39.2395,-76.0655,Kent County
Maryland,39.0782,-77.1137,Montgomery County
Maryland,38.9086,-76.8988,Prince George's County
Maryland,39.0233,-76.1464,Queen Anne's County
Maryland,38.31,-76.5811,St. Mary's County
Maryland,38.1158,-75.7576,Somerset County
Maryland,38.7691,-76.1097,Talbot County
Maryland,39.6196,-77.7363,Washington County
Maryland,38.3719,-75.594,Wicomico County
Maryland,38.2705,-75.2796,Worcester County
Maryland,39.3136,-76.6212,Baltimore city
Massachusetts,41.6913,-70.3227,Barnstable County
Massachusetts,42.4703,-73.2161,Berkshire County
Massachusetts,41.7815,-71.1031,Bristol County
Massachusetts,41.4213,-70.601,Dukes County
Massachusetts,42.621,-70.9832,Essex County
Massachusetts,42.58,-72.5633,Franklin County
Massachusetts,42.1268,-72.5769,Hampden County
Massachusetts,42.3133,-72.5763,Hampshire County
Massachusetts,42.4479,-71.2494,Middlesex County
Massachusetts,41.2725,-70.0932,Nantucket County
Massachusetts,42.2057,-71.1403,Norfolk County
Massachusetts,42.0303,-70.8604,Plymouth County
Massachusetts,42.332,-71.0809,Suffolk County
Massachusetts,42.3099,-71.81,Worcester County
Michigan,44.6626,-83.4637,Alcona County
Michigan,46.3894,-86.6925,Alger County
Michigan,42.5942,-85.8749,Allegan County
Michigan,45.0507,-83.4996,Alpena County
Michigan,44.9817,-85.2111,Antrim County
Michigan,44.042,-83.877,Arenac County
Michigan,46.7578,-88.4521,Baraga County
Michigan,42.6051,-85.3318,Barry County
Michigan,43.6312,-83.9239,Bay County
Michigan,44.6395,-86.0561,Benzie County
Michigan,41.991,-86.4098,Berrien County
Michigan,41.9315,-85.0392,Branch County
Michigan,42.2912,-85.0978,Calhoun County
Michigan,41.8997,-86.0383,Cass County
Michigan,45.2449,-85.1147,Charlevoix County
Michigan,45.5283,-84.5152,Cheboygan County
Michigan,46.3719,-84.396,Chippewa County
Michigan,43.9424,-84.8232,Clare County
Michigan,42.9058,-84.5616,Clinton County
Michigan,44.6621,-84.6768,Crawford County
Michigan,45.7995,-87.0651,Delta County
Michigan,45.8324,-88.0176,Dickinson County
Michigan,42.6443,-84.7439,Eaton County
Michigan,45.4347,-84.9128,Emmet County
Michigan,43.0206,-83.6973,Genesee County
Michigan,43.9613,-84.4368,Gladwin County
Michigan,46.4511,-90.0202,Gogebic County
Michigan,44.7195,-85.606,Grand Traverse County
Michigan,43.3373,-84.6286,Gratiot County
Michigan,41.9121,-84.6067,Hillsdale County
Michigan,47.1283,-88.5393,Houghton County
Michigan,43.8319,-83.0555,Huron County
Michigan,42.6941,-84.494,Ingham County
Michigan,42.9595,-85.0827,Ionia County
Michigan,44.3732,-83.5033,Iosco County
Michigan,46.0974,-88.5362,Iron County
Michigan,43.6095,-84.7976,Isabella County
Michigan,42.241,-84.4069,Jackson County
Michigan,42.265,-85.5792,Kalamazoo County
Michigan,44.7259,-85.1604,Kalkaska County
Michigan,42.9625,-85.6337,Kent County
Michigan,47.3201,-88.3327,Keweenaw County
Michigan,43.9536,-85.7952,Lake County
Michigan,43.0655,-83.2609,Lapeer County
Michigan,44.9115,-85.7308,Leelanau County
Michigan,41.9202,-84.0552,Lenawee County
Michigan,42.5704,-83.8557,Livingston County
Michigan,46.3365,-85.5486,Luce County
Michigan,45.9955,-84.872,Mackinac County
Michigan,42.5641,-82.9617,Macomb County
Michigan,44.2992,-86.203,Manistee County
Michigan,46.4752,-87.4914,Marquette County
Michigan,43.973,-86.3538,Mason County
Michigan,43.6626,-85.3988,Mecosta County
Michigan,45.3221,-87.5889,Menominee County
Michigan,43.6401,-84.2981,Midland County
Michigan,44.3044,-85.1742,Missaukee County
Michigan,41.9019,-83.4814,Monroe County
Michigan,43.2848,-85.163,Montcalm County
Michigan,45.0058,-84.1154,Montmorency County
Michigan,43.241,-86.2197,Muskegon County
Michigan,43.4681,-85.8202,Newaygo County
Michigan,42.5784,-83.2935,Oakland County
Michigan,43.634,-86.3042,Oceana County
Michigan,44.2932,-84.12,Ogemaw County
Michigan,46.7231,-89.2974,Ontonagon County
Michigan,43.9624,-85.3557,Osceola County
Michigan,44.6953,-84.1423,Oscoda County
Michigan,45.012,-84.6656,Otsego County
Michigan,42.9145,-86.0292,Ottawa County
Michigan,45.3562,-83.8722,Presque Isle County
Michigan,44.3681,-84.6434,Roscommon County
Michigan,43.3941,-83.9835,Saginaw County
Michigan,42.9043,-82.5547,St. Clair County
Michigan,41.8885,-85.5285,St. Joseph County
Michigan,43.3751,-82.788,Sanilac County
Michigan,46.0114,-86.2202,Schoolcraft County
Michigan,42.9471,-84.1421,Shiawassee County
Michigan,43.4315,-83.4423,Tuscola County
Michigan,42.2648,-86.0275,Van Buren County
Michigan,42.2591,-83.72,Washtenaw County
Michigan,42.3426,-83.1928,Wayne County
Michigan,44.2983,-85.4754,Wexford County
Minnesota,46.5788,-93.5182,Aitkin County
Minnesota,45.1818,-93.2728,Anoka County
Minnesota,46.8528,-95.7743,Becker County
Minnesota,47.5913,-94.8548,Beltrami County
Minnesota,45.6337,-94.0973,Benton County
Minnesota,45.4023,-96.44,Big Stone County
Minnesota,44.1252,-94.0068,Blue Earth County
Minnesota,44.2822,-94.6079,Brown County
Minnesota,46.6506,-92.5298,Carlton County
Minnesota,44.839,-93.6954,Carver County
Minnesota,46.8673,-94.4227,Cass County
Minnesota,44.9666,-95.6198,Chippewa County
Minnesota,45.4533,-92.9181,Chisago County
Minnesota,46.8623,-96.671,Clay County
Minnesota,47.5629,-95.3903,Clearwater County
Minnesota,47.7747,-90.3605,Cook County
Minnesota,43.9503,-95.1339,Cottonwood County
Minnesota,46.4241,-94.1527,Crow Wing County
Minnesota,44.7804,-93.1469,Dakota County
Minnesota,44.0292,-92.8209,Dodge County
Minnesota,45.9088,-95.3946,Douglas County
Minnesota,43.6795,-93.9562,Faribault County
Minnesota,43.6871,-92.0866,Fillmore County
Minnesota,43.6611,-93.3617,Freeborn County
Minnesota,44.4525,-92.6691,Goodhue County
Minnesota,45.9418,-95.9491,Grant County
Minnesota,44.9671,-93.351,Hennepin County
Minnesota,43.7139,-91.4439,Houston County
Minnesota,47.0532,-94.9424,Hubbard County
Minnesota,45.5487,-93.2653,Isanti County
Minnesota,47.3178,-93.5119,Itasca County
Minnesota,43.6678,-95.1152,Jackson County
Minnesota,45.8818,-93.2992,Kanabec County
Minnesota,45.1483,-95.0186,Kandiyohi County
Minnesota,48.7296,-96.8014,Kittson County
Minnesota,48.5087,-93.4917,Koochiching County
Minnesota,44.9855,-96.1431,Lac qui Parle County
Minnesota,47.1793,-91.552,Lake County
Minnesota,48.7524,-94.7386,Lake of the Woods County
Minnesota,44.3854,-93.7311,Le Sueur County
Minnesota,44.3834,-96.2518,Lincoln County
Minnesota,44.4262,-95.7991,Lyon County
Minnesota,44.8557,-94.2673,McLeod County
Minnesota,47.3049,-95.8501,Mahnomen County
Minnesota,48.3167,-96.5355,Marshall County
Minnesota,43.6664,-94.511,Martin County
Minnesota,45.134,-94.4978,Meeker County
Minnesota,45.7894,-93.6207,Mille Lacs County
Minnesota,45.982,-94.3274,Morrison County
Minnesota,43.6643,-92.8957,Mower County
Minnesota,43.9859,-95.7459,Murray County
Minnesota,44.2699,-94.0679,Nicollet County
Minnesota,43.6404,-95.6837,Nobles County
Minnesota,47.3086,-96.4793,Norman County
Minnesota,44.0194,-92.4625,Olmsted County
Minnesota,46.3942,-95.7997,Otter Tail County
Minnesota,48.1013,-96.143,Pennington County
Minnesota,46.0342,-92.8938,Pine County
Minnesota,43.9856,-96.268,Pipestone County
Minnesota,47.7847,-96.5596,Polk County
Minnesota,45.6254,-95.4397,Pope County
Minnesota,44.9935,-93.1083,Ramsey County
Minnesota,47.8749,-96.135,Red Lake County
Minnesota,44.4319,-95.1967,Redwood County
Minnesota,44.7233,-94.9393,Renville County
Minnesota,44.3666,-93.2589,Rice County
Minnesota,43.6495,-96.2385,Rock County
Minnesota,48.8184,-95.6618,Roseau County
Minnesota,47.1053,-92.3243,St. Louis County
Minnesota,44.7067,-93.4813,Scott County
Minnesota,45.4127,-93.7545,Sherburne County
Minnesota,44.579,-94.188,Sibley County
Minnesota,45.5561,-94.3735,Stearns County
Minnesota,44.0557,-93.2132,Steele County
Minnesota,45.5825,-95.9334,Stevens County
Minnesota,45.2747,-95.6557,Swift County
Minnesota,46.0826,-94.8863,Todd County
Minnesota,45.7476,-96.5485,Traverse County
Minnesota,44.3006,-92.2212,Wabasha County
Minnesota,46.5164,-95.05,Wadena County
Minnesota,44.0572,-93.5515,Waseca County
Minnesota,44.9956,-92.9159,Washington County
Minnesota,43.9914,-94.5878,Watonwan County
Minnesota,46.3121,-96.5252,Wilkin County
Minnesota,44.0258,-91.7076,Winona County
Minnesota,45.188,-93.8776,Wright County
Minnesota,44.7385,-95.8308,Yellow Medicine County
Mississippi,31.5489,-91.3615,Adams County
Mississippi,34.9093,-88.5285,Alcorn County
Mississippi,31.1796,-90.8294,Amite County
Mississippi,33.0621,-89.5929,Attala County
Mississippi,34.8224,-89.2041,Benton County
Mississippi,33.7759,-90.7841,Bolivar County
Mississippi,33.9269,-89.3122,Calhoun County
Mississippi,33.4548,-89.9218,Carroll County
