Longitude,Latitude,Date,CMAQ_O3
-106.5649,41.95778,2005-05-22,61.9124
-106.58024,42.06557,2005-05-22,60.7146
-106.59563,42.17334,2005-05-22,59.8475
-106.61106,42.2811,2005-05-22,58.5479
-106.62655,42.38885,2005-05-22,56.841
-106.64208,42.49658,2005-05-22,55.317
-106.65767,42.6043,2005-05-22,54.459
-106.6733,42.712,2005-05-22,54.6016
-106.68899,42.81969,2005-05-22,54.6794
-106.70473,42.92736,2005-05-22,54.8975
-106.72051,43.03502,2005-05-22,55.0296
-106.73635,43.14266,2005-05-22,54.6525
-106.75224,43.25029,2005-05-22,54.6115
-106.76819,43.35789,2005-05-22,54.8516
-106.78418,43.46548,2005-05-22,54.8501
-106.80022,43.57306,2005-05-22,54.5288
-106.81632,43.68061,2005-05-22,54.3058
-106.83247,43.78814,2005-05-22,54.3471
-106.84868,43.89565,2005-05-22,54.3889
-106.86494,44.00315,2005-05-22,54.2232
-106.88125,44.11062,2005-05-22,53.7935
-106.89762,44.21808,2005-05-22,53.6762
-106.91404,44.32551,2005-05-22,53.4337
-106.93051,44.43292,2005-05-22,52.5048
-106.94704,44.54031,2005-05-22,51.7864
-106.96362,44.64768,2005-05-22,51.8907
-106.98026,44.75503,2005-05-22,52.3838
-106.99696,44.86235,2005-05-22,52.3126
-107.01371,44.96965,2005-05-22,52.0829
-107.03051,45.07692,2005-05-22,51.9364
-107.04738,45.18417,2005-05-22,51.9855
-107.06429,45.2914,2005-05-22,51.9901
-107.08127,45.3986,2005-05-22,51.813
-107.0983,45.50578,2005-05-22,51.4583
-107.11539,45.61293,2005-05-22,51.0977
-107.13254,45.72005,2005-05-22,50.6811
-107.14975,45.82714,2005-05-22,50.4628
-107.16701,45.93422,2005-05-22,50.2374
-107.18433,46.04126,2005-05-22,50.1345
-107.20171,46.14827,2005-05-22,49.8759
-107.21915,46.25526,2005-05-22,49.3375
-107.23666,46.36221,2005-05-22,49.9526
-107.25422,46.46914,2005-05-22,49.9362
-107.27184,46.57603,2005-05-22,49.7829
-107.28951,46.6829,2005-05-22,49.707
-107.30726,46.78974,2005-05-22,49.7408
-107.32506,46.89655,2005-05-22,49.5979
-107.34293,47.00332,2005-05-22,49.4657
-107.36085,47.11006,2005-05-22,49.0572
-107.37884,47.21677,2005-05-22,48.7704
-107.39689,47.32345,2005-05-22,48.6498
-107.415,47.43009,2005-05-22,48.3148
-107.43317,47.53671,2005-05-22,48.1302
-107.45141,47.64328,2005-05-22,48.1902
-107.46971,47.74982,2005-05-22,48.2078
-107.48808,47.85633,2005-05-22,48.4468
-107.50651,47.9628,2005-05-22,48.2432
-107.525,48.06924,2005-05-22,47.9201
-107.54356,48.17564,2005-05-22,47.7957
-107.56219,48.28201,2005-05-22,47.3131
-107.58088,48.38833,2005-05-22,46.9559
-107.59963,48.49462,2005-05-22,46.6999
-107.61845,48.60087,2005-05-22,46.3539
-107.63734,48.70708,2005-05-22,46.0877
-107.6563,48.81326,2005-05-22,46.216
-107.67533,48.9194,2005-05-22,46.0835
-107.69442,49.02549,2005-05-22,45.713
-107.71358,49.13155,2005-05-22,45.3052
-107.7328,49.23757,2005-05-22,45.3073
-107.75211,49.34354,2005-05-22,45.5055
-107.77147,49.44947,2005-05-22,45.6157
-107.79091,49.55537,2005-05-22,45.4187
-107.81041,49.66122,2005-05-22,45.2625
-107.82999,49.76702,2005-05-22,45.1162
-107.84963,49.87279,2005-05-22,45.086
-107.86935,49.97851,2005-05-22,45.1205
-107.88914,50.08419,2005-05-22,45.3112
-107.909,50.18982,2005-05-22,45.0447
-107.92893,50.29541,2005-05-22,44.5601
-107.94894,50.40096,2005-05-22,44.6316
-107.96902,50.50645,2005-05-22,44.6937
-107.98917,50.61191,2005-05-22,44.6824
-108.0094,50.71732,2005-05-22,44.2809
-108.0297,50.82267,2005-05-22,44.2237
-104.53603,25.24277,2005-05-22,54.9645
-104.54571,25.34799,2005-05-22,55.1459
-104.55541,25.45325,2005-05-22,55.8514
-104.56514,25.55855,2005-05-22,55.9952
-104.57489,25.6639,2005-05-22,55.8607
-104.58467,25.76929,2005-05-22,55.9041
-104.59447,25.87471,2005-05-22,55.8915
-104.6043,25.98018,2005-05-22,55.7544
-104.61416,26.08569,2005-05-22,55.5399
-104.62404,26.19124,2005-05-22,55.2436
-104.63395,26.29683,2005-05-22,54.9158
-104.64388,26.40245,2005-05-22,54.5244
-104.65384,26.50812,2005-05-22,54.1479
-104.66382,26.61383,2005-05-22,53.6922
-104.67383,26.71958,2005-05-22,53.1206
-104.68386,26.82536,2005-05-22,52.5695
-104.69392,26.93118,2005-05-22,52.153
-104.70402,27.03704,2005-05-22,52.6178
-104.71413,27.14294,2005-05-22,53.1616
-104.72427,27.24888,2005-05-22,53.2754
-104.73444,27.35485,2005-05-22,53.2836
-104.74463,27.46086,2005-05-22,53.2858
-104.75485,27.56691,2005-05-22,53.3132
-104.7651,27.67299,2005-05-22,53.3462
-104.77538,27.77911,2005-05-22,53.2846
-104.78568,27.88526,2005-05-22,53.2753
-104.79601,27.99145,2005-05-22,52.9912
-104.80637,28.09767,2005-05-22,52.7639
-104.81675,28.20393,2005-05-22,52.912
-104.82716,28.31022,2005-05-22,53.249
-104.8376,28.41655,2005-05-22,53.4973
-104.84807,28.52291,2005-05-22,53.5492
-104.85857,28.6293,2005-05-22,53.574
-104.86909,28.73573,2005-05-22,53.6897
-104.87965,28.84219,2005-05-22,53.6315
-104.89022,28.94868,2005-05-22,53.475
-104.90083,29.0552,2005-05-22,53.42
-104.91147,29.16175,2005-05-22,53.1974
-104.92213,29.26834,2005-05-22,52.6188
-104.93283,29.37496,2005-05-22,52.573
-104.94355,29.48161,2005-05-22,52.4383
-104.95431,29.58829,2005-05-22,52.3898
-104.96509,29.69499,2005-05-22,52.3092
-104.9759,29.80173,2005-05-22,52.6662
-104.98673,29.9085,2005-05-22,52.8871
-104.9976,30.0153,2005-05-22,52.9326
-105.00851,30.12213,2005-05-22,52.9597
-105.01943,30.22898,2005-05-22,53.0385
-105.03039,30.33586,2005-05-22,52.92
-105.04138,30.44277,2005-05-22,52.6056
-105.0524,30.54971,2005-05-22,52.3584
-105.06345,30.65668,2005-05-22,52.5424
-105.07452,30.76367,2005-05-22,52.2375
-105.08563,30.87069,2005-05-22,52.3293
-105.09677,30.97773,2005-05-22,51.8291
-105.10794,31.0848,2005-05-22,52.8248
-105.11914,31.1919,2005-05-22,52.9552
-105.13037,31.29902,2005-05-22,52.0521
-105.14164,31.40617,2005-05-22,51.8783
-105.15293,31.51334,2005-05-22,51.8457
-105.16425,31.62053,2005-05-22,51.8933
-105.17561,31.72775,2005-05-22,50.9943
-105.187,31.83499,2005-05-22,50.3621
-105.19843,31.94226,2005-05-22,49.9462
-105.20988,32.04955,2005-05-22,49.7941
-105.22136,32.15686,2005-05-22,49.8081
-105.23287,32.26419,2005-05-22,50.3173
-105.24442,32.37154,2005-05-22,51.2494
-105.256,32.47892,2005-05-22,53.4259
-105.26762,32.58632,2005-05-22,54.7514
-105.27926,32.69373,2005-05-22,55.4945
-105.29094,32.80117,2005-05-22,56.7208
-105.30265,32.90863,2005-05-22,56.5666
-105.31439,33.01611,2005-05-22,56.4587
-105.32617,33.1236,2005-05-22,56.3212
-105.33798,33.23112,2005-05-22,56.0669
-105.34982,33.33865,2005-05-22,55.6551
-105.3617,33.44621,2005-05-22,56.4738
-105.37362,33.55378,2005-05-22,56.5051
-105.38556,33.66137,2005-05-22,56.7371
-105.39754,33.76897,2005-05-22,56.7428
-105.40955,33.87659,2005-05-22,57.6165
-105.4216,33.98423,2005-05-22,59.0925
-105.43369,34.09188,2005-05-22,59.9171
-105.4458,34.19955,2005-05-22,59.2945
-105.45795,34.30724,2005-05-22,59.1572
-105.47014,34.41494,2005-05-22,59.1665
-105.48236,34.52266,2005-05-22,58.9151
-105.49462,34.63039,2005-05-22,58.8609
-105.50691,34.73813,2005-05-22,58.1106
-105.51924,34.84589,2005-05-22,56.9562
-105.5316,34.95366,2005-05-22,56.1903
-105.544,35.06144,2005-05-22,56.0423
-105.55643,35.16924,2005-05-22,55.9576
-105.56891,35.27705,2005-05-22,56.4158
-105.58141,35.38486,2005-05-22,58.0425
-105.59396,35.4927,2005-05-22,58.6381
-105.60654,35.60054,2005-05-22,57.0273
-105.61916,35.70839,2005-05-22,55.8594
-105.63181,35.81626,2005-05-22,56.4723
-105.64451,35.92413,2005-05-22,57.4839
-105.65723,36.03201,2005-05-22,59.5361
-105.67,36.1399,2005-05-22,58.4227
-105.68281,36.2478,2005-05-22,56.9428
-105.69565,36.35571,2005-05-22,52.7825
-105.70853,36.46363,2005-05-22,52.8497
-105.72144,36.57156,2005-05-22,52.8313
-105.7344,36.67949,2005-05-22,52.6104
-105.7474,36.78743,2005-05-22,52.4254
-105.76043,36.89537,2005-05-22,52.6143
-105.7735,37.00332,2005-05-22,52.806
-105.78661,37.11128,2005-05-22,53.0921
-105.79976,37.21924,2005-05-22,53.6612
-105.81295,37.32721,2005-05-22,53.4453
-105.82618,37.43518,2005-05-22,53.7094
-105.83945,37.54316,2005-05-22,53.7274
-105.85275,37.65114,2005-05-22,53.5458
-105.8661,37.75912,2005-05-22,53.9029
-105.87949,37.86711,2005-05-22,54.2636
-105.89292,37.9751,2005-05-22,54.7521
-105.90639,38.08309,2005-05-22,55.2491
-105.9199,38.19109,2005-05-22,56.0824
-105.93345,38.29908,2005-05-22,56.3852
-105.94704,38.40708,2005-05-22,56.4409
-105.96068,38.51508,2005-05-22,57.4586
-105.97435,38.62308,2005-05-22,57.7578
-105.98807,38.73108,2005-05-22,57.3985
-106.00182,38.83907,2005-05-22,57.5042
-106.01563,38.94707,2005-05-22,57.3192
-106.02947,39.05507,2005-05-22,57.2196
-106.04336,39.16306,2005-05-22,58.1216
-106.05728,39.27105,2005-05-22,58.6835
-106.07125,39.37904,2005-05-22,58.6972
-106.08527,39.48703,2005-05-22,58.4776
-106.09932,39.59501,2005-05-22,58.2836
-106.11343,39.703,2005-05-22,58.6303
-106.12756,39.81097,2005-05-22,59.2189
-106.14175,39.91895,2005-05-22,59.7001
-106.15598,40.02691,2005-05-22,59.3148
-106.17027,40.13488,2005-05-22,58.8978
-106.18459,40.24283,2005-05-22,59.0865
-106.19894,40.35078,2005-05-22,59.2612
-106.21336,40.45873,2005-05-22,61.0287
-106.22781,40.56667,2005-05-22,62.1024
-106.24231,40.6746,2005-05-22,62.1964
-106.25686,40.78252,2005-05-22,61.8654
-106.27145,40.89044,2005-05-22,61.0649
-106.28609,40.99835,2005-05-22,61.253
-106.30077,41.10625,2005-05-22,60.7207
-106.3155,41.21414,2005-05-22,59.2882
-106.33028,41.32202,2005-05-22,58.4878
-106.3451,41.42989,2005-05-22,58.601
-106.35997,41.53775,2005-05-22,59.153
-106.37489,41.6456,2005-05-22,59.836
-106.38985,41.75344,2005-05-22,60.3908
-106.40486,41.86127,2005-05-22,63.0203
-106.41992,41.96908,2005-05-22,61.9505
-106.43503,42.07689,2005-05-22,60.4387
-106.45019,42.18468,2005-05-22,59.4781
-106.46539,42.29245,2005-05-22,58.3497
-106.48064,42.40022,2005-05-22,56.9872
-106.49595,42.50797,2005-05-22,55.2254
-106.51131,42.6157,2005-05-22,54.6129
-106.5267,42.72342,2005-05-22,54.2872
-106.54216,42.83113,2005-05-22,53.9772
-106.55766,42.93882,2005-05-22,54.4164
-106.57321,43.04649,2005-05-22,55.0045
-106.58881,43.15415,2005-05-22,54.7461
-106.60447,43.26179,2005-05-22,54.3775
-106.62017,43.36942,2005-05-22,54.2267
-106.63593,43.47702,2005-05-22,53.9632
-106.65173,43.58461,2005-05-22,53.5543
-106.66759,43.69218,2005-05-22,53.245
-106.6835,43.79973,2005-05-22,53.1961
-106.69947,43.90726,2005-05-22,53.0733
-106.71548,44.01477,2005-05-22,52.4214
-106.73155,44.12226,2005-05-22,51.6565
-106.74767,44.22974,2005-05-22,51.2796
-106.76385,44.33719,2005-05-22,51.4184
-106.78008,44.44462,2005-05-22,51.5817
-106.79636,44.55202,2005-05-22,51.544
-106.8127,44.65941,2005-05-22,51.5308
-106.82909,44.76677,2005-05-22,51.2951
-106.84554,44.87411,2005-05-22,51.3179
-106.86203,44.98143,2005-05-22,51.3593
-106.87859,45.08872,2005-05-22,51.6183
-106.8952,45.19599,2005-05-22,51.4487
-106.91187,45.30323,2005-05-22,51.5216
-106.92859,45.41045,2005-05-22,51.4426
-106.94537,45.51764,2005-05-22,51.4127
-106.9622,45.62481,2005-05-22,51.1106
-106.9791,45.73195,2005-05-22,50.8401
-106.99605,45.83907,2005-05-22,50.6714
-107.01305,45.94615,2005-05-22,50.3671
-107.03011,46.05321,2005-05-22,50.0914
-107.04724,46.16024,2005-05-22,49.7058
-107.06442,46.26724,2005-05-22,49.5433
-107.08166,46.37422,2005-05-22,49.8619
-107.09896,46.48116,2005-05-22,49.8455
-107.11632,46.58808,2005-05-22,49.5884
-107.13374,46.69496,2005-05-22,49.4974
-107.15121,46.80182,2005-05-22,49.4095
-107.16875,46.90864,2005-05-22,49.4138
-107.18635,47.01543,2005-05-22,49.299
-107.204,47.12219,2005-05-22,49.0958
-107.22173,47.22892,2005-05-22,48.8239
-107.2395,47.33561,2005-05-22,48.7284
-107.25735,47.44228,2005-05-22,48.5824
-107.27525,47.5489,2005-05-22,48.4235
-107.29322,47.6555,2005-05-22,48.3318
-107.31125,47.76206,2005-05-22,48.5246
-107.32934,47.86858,2005-05-22,48.49
-107.3475,47.97507,2005-05-22,48.4524
-107.36572,48.08153,2005-05-22,48.2679
-107.384,48.18794,2005-05-22,48.14
-107.40235,48.29433,2005-05-22,47.9476
-107.42076,48.40067,2005-05-22,47.574
-107.43924,48.50698,2005-05-22,47.0398
-107.45778,48.61325,2005-05-22,46.8633
-107.47639,48.71948,2005-05-22,46.397
-107.49506,48.82567,2005-05-22,46.262
-107.51381,48.93183,2005-05-22,46.0844
-107.53262,49.03794,2005-05-22,45.8852
-107.55149,49.14401,2005-05-22,45.8329
-107.57043,49.25005,2005-05-22,45.7219
-107.58944,49.35604,2005-05-22,45.5861
-107.60852,49.46199,2005-05-22,45.6378
-107.62767,49.56791,2005-05-22,45.4883
-107.64688,49.67377,2005-05-22,45.1468
-107.66617,49.7796,2005-05-22,45.0265
-107.68552,49.88538,2005-05-22,45.0349
-107.70495,49.99112,2005-05-22,45.1737
-107.72444,50.09682,2005-05-22,45.4849
-107.74401,50.20247,2005-05-22,45.6682
-107.76365,50.30807,2005-05-22,45.4163
-107.78336,50.41364,2005-05-22,45.2654
-107.80314,50.51915,2005-05-22,45.1954
-107.82299,50.62462,2005-05-22,45.1196
-107.84292,50.73005,2005-05-22,44.9773
-107.86292,50.83542,2005-05-22,44.7609
-104.41971,25.25145,2005-05-22,54.903
-104.42924,25.35668,2005-05-22,55.2871
-104.4388,25.46196,2005-05-22,55.7718
-104.44838,25.56727,2005-05-22,56.0088
-104.45798,25.67263,2005-05-22,56.1523
-104.46761,25.77803,2005-05-22,56.1985
-104.47726,25.88348,2005-05-22,56.2043
-104.48695,25.98896,2005-05-22,56.1912
-104.49665,26.09448,2005-05-22,55.9547
-104.50638,26.20005,2005-05-22,55.6562
-104.51614,26.30565,2005-05-22,55.2813
-104.52592,26.41129,2005-05-22,54.6928
-104.53572,26.51698,2005-05-22,54.3328
-104.54555,26.6227,2005-05-22,53.7926
-104.5554,26.72846,2005-05-22,53.0678
-104.56529,26.83426,2005-05-22,52.3347
-104.5752,26.9401,2005-05-22,51.9952
-104.58513,27.04597,2005-05-22,52.3585
-104.59509,27.15188,2005-05-22,53.0878
-104.60508,27.25784,2005-05-22,53.2115
-104.61509,27.36382,2005-05-22,53.2646
-104.62513,27.46985,2005-05-22,53.3209
-104.63519,27.57591,2005-05-22,53.2979
-104.64529,27.682,2005-05-22,53.2856
-104.6554,27.78814,2005-05-22,53.1544
-104.66555,27.89431,2005-05-22,53.1719
-104.67572,28.00051,2005-05-22,53.0082
-104.68592,28.10675,2005-05-22,52.672
-104.69614,28.21302,2005-05-22,52.8388
-104.7064,28.31933,2005-05-22,53.2333
-104.71667,28.42567,2005-05-22,53.5946
-104.72699,28.53205,2005-05-22,53.5302
-104.73732,28.63845,2005-05-22,53.5451
-104.74769,28.7449,2005-05-22,53.6174
-104.75807,28.85137,2005-05-22,53.5618
-104.76849,28.95788,2005-05-22,53.3275
-104.77894,29.06441,2005-05-22,53.1819
-104.78941,29.17098,2005-05-22,53.101
-104.79992,29.27759,2005-05-22,52.9441
-104.81045,29.38422,2005-05-22,52.6283
-104.82101,29.49088,2005-05-22,52.3153
-104.8316,29.59758,2005-05-22,52.3048
-104.84222,29.7043,2005-05-22,52.0137
-104.85286,29.81105,2005-05-22,52.1398
-104.86353,29.91784,2005-05-22,52.3227
-104.87424,30.02465,2005-05-22,52.5094
-104.88497,30.13149,2005-05-22,52.7315
-104.89573,30.23836,2005-05-22,52.9185
-104.90652,30.34526,2005-05-22,52.7392
-104.91734,30.45219,2005-05-22,52.3744
-104.92819,30.55914,2005-05-22,52.1955
-104.93907,30.66612,2005-05-22,52.2571
-104.94998,30.77313,2005-05-22,52.3674
-104.96092,30.88016,2005-05-22,52.7901
-104.97189,30.98722,2005-05-22,53.2776
-104.98289,31.09431,2005-05-22,53.7351
-104.99392,31.20142,2005-05-22,53.2164
-105.00498,31.30856,2005-05-22,52.5294
-105.01607,31.41572,2005-05-22,51.9848
-105.02719,31.52291,2005-05-22,52.7015
-105.03835,31.63012,2005-05-22,51.6274
-105.04953,31.73735,2005-05-22,50.5204
-105.06075,31.84461,2005-05-22,50.0982
-105.07199,31.95189,2005-05-22,49.6035
-105.08327,32.05919,2005-05-22,49.9162
-105.09457,32.16652,2005-05-22,49.8269
-105.10591,32.27386,2005-05-22,50.0474
-105.11729,32.38124,2005-05-22,51.1173
-105.12868,32.48863,2005-05-22,52.4372
-105.14012,32.59604,2005-05-22,53.79
-105.1516,32.70347,2005-05-22,55.1031
-105.16309,32.81092,2005-05-22,56.1367
-105.17462,32.9184,2005-05-22,55.4894
-105.18619,33.02589,2005-05-22,54.9432
-105.19778,33.1334,2005-05-22,54.7365
-105.20942,33.24094,2005-05-22,54.5695
-105.22108,33.34849,2005-05-22,54.7764
-105.23278,33.45605,2005-05-22,54.5541
-105.24451,33.56364,2005-05-22,55.2839
-105.25627,33.67125,2005-05-22,55.5801
-105.26807,33.77887,2005-05-22,57.2636
-105.2799,33.88651,2005-05-22,58.5301
-105.29176,33.99416,2005-05-22,58.9863
-105.30367,34.10183,2005-05-22,58.7685
-105.3156,34.20951,2005-05-22,58.5535
-105.32756,34.31721,2005-05-22,58.6128
-105.33956,34.42493,2005-05-22,59.0497
-105.3516,34.53267,2005-05-22,59.2693
-105.36367,34.64041,2005-05-22,58.7982
-105.37577,34.74817,2005-05-22,57.8061
-105.38791,34.85594,2005-05-22,56.8871
-105.40009,34.96373,2005-05-22,56.4621
-105.4123,35.07153,2005-05-22,55.833
-105.42455,35.17934,2005-05-22,55.6584
-105.43683,35.28716,2005-05-22,55.6285
-105.44914,35.395,2005-05-22,55.9401
-105.46149,35.50285,2005-05-22,56.5696
-105.47388,35.61071,2005-05-22,56.5715
-105.48631,35.71857,2005-05-22,56.1232
-105.49877,35.82645,2005-05-22,55.5273
-105.51127,35.93434,2005-05-22,56.7611
-105.5238,36.04224,2005-05-22,57.6468
-105.53638,36.15015,2005-05-22,59.0464
-105.54899,36.25806,2005-05-22,57.657
-105.56163,36.36599,2005-05-22,54.8256
-105.57432,36.47392,2005-05-22,55.7077
-105.58704,36.58186,2005-05-22,56.0277
-105.5998,36.68981,2005-05-22,55.0174
-105.61259,36.79777,2005-05-22,54.1301
-105.62543,36.90573,2005-05-22,52.6212
-105.6383,37.01369,2005-05-22,52.3675
-105.65121,37.12167,2005-05-22,52.2125
-105.66416,37.22965,2005-05-22,52.6608
-105.67715,37.33763,2005-05-22,53.0656
-105.69018,37.44562,2005-05-22,53.9014
-105.70325,37.55362,2005-05-22,54.0273
-105.71635,37.66161,2005-05-22,53.8764
-105.72949,37.76961,2005-05-22,54.0593
-105.74268,37.87762,2005-05-22,54.4744
-105.75591,37.98562,2005-05-22,55.154
-105.76917,38.09363,2005-05-22,56.3291
-105.78247,38.20164,2005-05-22,56.4312
-105.79582,38.30965,2005-05-22,56.405
-105.8092,38.41766,2005-05-22,56.992
-105.82263,38.52568,2005-05-22,57.7425
-105.8361,38.63369,2005-05-22,58.2286
-105.8496,38.74171,2005-05-22,57.7632
-105.86315,38.84972,2005-05-22,57.3205
-105.87675,38.95774,2005-05-22,57.54
-105.89037,39.06575,2005-05-22,57.3653
-105.90405,39.17376,2005-05-22,57.3641
-105.91776,39.28177,2005-05-22,58.1928
-105.93153,39.38977,2005-05-22,58.6412
-105.94533,39.49778,2005-05-22,58.8187
-105.95917,39.60578,2005-05-22,58.6608
-105.97305,39.71378,2005-05-22,58.6811
-105.98698,39.82177,2005-05-22,58.9491
-106.00095,39.92976,2005-05-22,59.4853
-106.01497,40.03774,2005-05-22,59.3425
-106.02903,40.14572,2005-05-22,58.8221
-106.04313,40.2537,2005-05-22,57.7875
-106.05727,40.36166,2005-05-22,57.9033
-106.07147,40.46963,2005-05-22,60.6535
-106.0857,40.57758,2005-05-22,61.314
-106.09998,40.68553,2005-05-22,61.4929
-106.11431,40.79347,2005-05-22,61.2554
-106.12868,40.90141,2005-05-22,60.7066
-106.14309,41.00933,2005-05-22,60.6135
-106.15755,41.11724,2005-05-22,60.2378
-106.17206,41.22515,2005-05-22,59.3341
-106.18661,41.33305,2005-05-22,58.4947
-106.20121,41.44094,2005-05-22,58.7279
-106.21585,41.54881,2005-05-22,59.036
-106.23055,41.65668,2005-05-22,59.7001
-106.24528,41.76453,2005-05-22,60.3943
-106.26006,41.87238,2005-05-22,62.849
-106.27489,41.98021,2005-05-22,62.0328
-106.28978,42.08803,2005-05-22,60.4445
-106.3047,42.19584,2005-05-22,59.4523
-106.31968,42.30363,2005-05-22,58.1734
-106.3347,42.41141,2005-05-22,57.068
-106.34977,42.51918,2005-05-22,55.8729
-106.36489,42.62693,2005-05-22,54.6328
-106.38006,42.73467,2005-05-22,54.2568
-106.39528,42.84239,2005-05-22,53.8904
-106.41055,42.9501,2005-05-22,54.021
-106.42586,43.05779,2005-05-22,54.8957
-106.44122,43.16547,2005-05-22,54.8664
-106.45664,43.27312,2005-05-22,54.5105
-106.47211,43.38076,2005-05-22,53.9911
-106.48763,43.48839,2005-05-22,53.6994
-106.5032,43.59599,2005-05-22,53.3341
-106.51881,43.70358,2005-05-22,52.8058
-106.53448,43.81115,2005-05-22,52.6035
-106.5502,43.91869,2005-05-22,52.4313
-106.56598,44.02622,2005-05-22,51.8405
-106.5818,44.13373,2005-05-22,51.9299
-106.59768,44.24122,2005-05-22,51.8873
-106.61361,44.34869,2005-05-22,51.9961
-106.62959,44.45613,2005-05-22,51.8149
-106.64562,44.56356,2005-05-22,51.6278
-106.66171,44.67096,2005-05-22,51.5723
-106.67786,44.77834,2005-05-22,51.6883
-106.69405,44.8857,2005-05-22,51.7488
-106.7103,44.99303,2005-05-22,51.6114
-106.72661,45.10034,2005-05-22,51.556
-106.74297,45.20762,2005-05-22,51.2872
-106.75938,45.31488,2005-05-22,51.1998
-106.77585,45.42212,2005-05-22,51.1291
-106.79237,45.52933,2005-05-22,51.1443
-106.80895,45.63651,2005-05-22,51.0966
-106.82559,45.74367,2005-05-22,50.8458
-106.84229,45.8508,2005-05-22,50.6511
-106.85903,45.9579,2005-05-22,50.3182
-106.87584,46.06498,2005-05-22,50.0241
-106.89271,46.17203,2005-05-22,49.7074
-106.90962,46.27905,2005-05-22,49.2179
-106.92661,46.38604,2005-05-22,50.0477
-106.94364,46.493,2005-05-22,50.3702
-106.96074,46.59993,2005-05-22,50.4283
-106.97789,46.70684,2005-05-22,50.4722
-106.9951,46.81371,2005-05-22,50.1211
-107.01237,46.92055,2005-05-22,49.6792
-107.02971,47.02736,2005-05-22,49.3669
-107.0471,47.13413,2005-05-22,49.167
-107.06455,47.24088,2005-05-22,48.7136
-107.08206,47.34759,2005-05-22,48.6686
-107.09963,47.45427,2005-05-22,48.6209
-107.11727,47.56092,2005-05-22,48.6727
-107.13496,47.66753,2005-05-22,48.5081
-107.15272,47.77411,2005-05-22,48.5563
-107.17054,47.88065,2005-05-22,48.4223
-107.18842,47.98716,2005-05-22,48.438
-107.20637,48.09362,2005-05-22,48.3401
-107.22437,48.20006,2005-05-22,48.3035
-107.24245,48.30646,2005-05-22,48.044
-107.26058,48.41282,2005-05-22,47.6988
-107.27878,48.51915,2005-05-22,47.3868
-107.29704,48.62543,2005-05-22,47.1791
-107.31537,48.73168,2005-05-22,46.8902
-107.33376,48.83789,2005-05-22,46.4802
-107.35222,48.94407,2005-05-22,46.3574
-107.37074,49.0502,2005-05-22,46.3769
-107.38934,49.15629,2005-05-22,46.2269
-107.40799,49.26234,2005-05-22,46.0999
-107.42671,49.36835,2005-05-22,45.8965
-107.4455,49.47432,2005-05-22,45.7353
-107.46436,49.58025,2005-05-22,45.5789
-107.48329,49.68613,2005-05-22,45.2764
-107.50228,49.79198,2005-05-22,45.2728
-107.52135,49.89778,2005-05-22,45.2962
-107.54047,50.00354,2005-05-22,45.4266
-107.55968,50.10925,2005-05-22,45.6811
-107.57895,50.21492,2005-05-22,45.917
-107.59829,50.32054,2005-05-22,45.9857
-107.61771,50.42612,2005-05-22,45.8375
-107.63718,50.53165,2005-05-22,45.625
-107.65674,50.63714,2005-05-22,45.5117
-107.67637,50.74258,2005-05-22,45.4772
-107.69606,50.84798,2005-05-22,45.3806
-104.30338,25.25999,2005-05-22,55.0196
-104.31275,25.36524,2005-05-22,54.9714
-104.32216,25.47053,2005-05-22,55.4659
-104.3316,25.57586,2005-05-22,56.2899
-104.34105,25.68123,2005-05-22,56.4338
-104.35052,25.78665,2005-05-22,56.4838
-104.36003,25.89211,2005-05-22,56.6134
-104.36956,25.9976,2005-05-22,56.5626
-104.37911,26.10314,2005-05-22,56.4727
-104.38869,26.20872,2005-05-22,56.1908
-104.39829,26.31434,2005-05-22,55.7688
-104.40792,26.41999,2005-05-22,54.9733
-104.41758,26.52569,2005-05-22,54.384
-104.42725,26.63143,2005-05-22,53.755
-104.43696,26.73721,2005-05-22,53.1022
-104.44669,26.84302,2005-05-22,52.1483
-104.45644,26.94887,2005-05-22,51.5526
-104.46622,27.05476,2005-05-22,51.963
-104.47603,27.16069,2005-05-22,52.7804
-104.48586,27.26665,2005-05-22,53.1699
-104.49571,27.37266,2005-05-22,53.2443
-104.5056,27.4787,2005-05-22,53.2831
-104.5155,27.58477,2005-05-22,53.2396
-104.52544,27.69088,2005-05-22,53.1959
-104.5354,27.79703,2005-05-22,53.0564
-104.54539,27.90322,2005-05-22,52.9421
-104.5554,28.00943,2005-05-22,52.8132
-104.56544,28.11569,2005-05-22,52.4554
-104.57551,28.22198,2005-05-22,52.7802
-104.5856,28.3283,2005-05-22,53.1919
-104.59573,28.43465,2005-05-22,53.374
-104.60587,28.54104,2005-05-22,53.4193
-104.61605,28.64747,2005-05-22,53.4297
-104.62625,28.75392,2005-05-22,53.5505
-104.63648,28.86041,2005-05-22,53.6085
-104.64674,28.96693,2005-05-22,53.3597
-104.65702,29.07349,2005-05-22,53.0511
-104.66734,29.18007,2005-05-22,52.8683
-104.67767,29.28669,2005-05-22,52.6316
-104.68804,29.39334,2005-05-22,52.4095
-104.69843,29.50002,2005-05-22,51.7313
-104.70886,29.60672,2005-05-22,51.6308
-104.71931,29.71346,2005-05-22,51.4202
-104.72979,29.82023,2005-05-22,51.5881
-104.7403,29.92703,2005-05-22,51.7019
-104.75084,30.03386,2005-05-22,51.8477
