id,lon,lat,rate,cmaq
8035,-103.91883,37.5666,0.485348525030285,47.4368
48876,-79.72417,40.98809,0.550013505549553,53.757
34462,-88.50983,40.4035,0.611949751170481,59.8105
11683,-102.24826,42.87055,0.512670661035262,50.1072
17484,-98.82357,47.39167,0.500004092590774,48.8692
54839,-77.35545,36.50848,0.597842590773663,58.4317
49575,-79.86629,38.68875,0.617327415447075,60.3361
17061,-98.50242,27.63614,0.493990030448875,48.2814
62439,-75.6672,27.34789,0.601170890220345,58.757
19088,-97.63009,39.18437,0.56167329666372,54.8966
56455,-78.2042,29.59914,0.593883009200144,58.0447
64628,-73.74528,30.11992,0.606632452607799,59.2908
52344,-80.93752,26.69913,0.511485856006286,49.9914
20258,-96.93308,35.9317,0.58047772812101,56.7345
54147,-76.92262,39.54478,0.465009372032872,45.4489
46381,-83.20919,31.03694,0.540034746095668,52.7817
6617,-105.00172,39.89267,0.816817683266215,79.8338
15894,-99.19916,31.15657,0.548764242215892,53.6349
38860,-84.43668,48.54369,0.525665659889336,51.3773
42874,-83.32005,41.23394,0.611515936548473,59.7681
20437,-96.8158,29.3552,0.539079126150018,52.6883
61560,-73.66702,35.90273,0.627230461971647,61.304
18449,-98.19984,47.93505,0.517035409095374,50.5338
2210,-106.28003,30.34064,0.517185811806306,50.5485
43570,-83.40797,38.61032,0.55101312084602,53.8547
38221,-87.45287,31.50534,0.559002881183905,54.6356
50898,-81.75933,26.18135,0.485243140817863,47.4265
66544,-72.91781,29.48494,0.596334471073568,58.2843
50036,-80.08199,36.62307,0.61934199325541,60.533
39640,-86.99147,29.19566,0.602450847984808,58.8821
10401,-102.28197,33.96406,0.593169875257833,57.975
35286,-89.53239,25.77803,0.600481288674983,58.6896
66574,-71.91196,32.59232,0.635391087974331,62.1016
35321,-89.17899,29.49088,0.6691477998232,65.4009
40936,-84.81062,39.42375,0.488485495858298,47.7434
23507,-94.76992,49.84605,0.516151409488262,50.4474
30194,-90.54219,46.17036,0.489012416920407,47.7949
59928,-72.88673,41.12977,0.474025349507252,46.3301
20659,-96.70029,27.43382,0.388136193235766,37.9355
42904,-82.63919,44.44373,0.589054775234915,57.5728
44845,-80.88685,46.53244,0.427556027567691,41.7883
44786,-82.36621,40.24192,0.596637322790819,58.3139
47449,-80.22893,42.49389,0.504974544085388,49.355
65141,-72.4126,33.49469,0.63892504010739,62.447
42485,-86.04719,25.35201,0.507841403922339,49.6352
39923,-86.2477,33.77934,0.621095668401925,60.7044
41201,-84.17757,42.0951,0.542486207969093,53.0213
15005,-99.99552,38.82201,0.572984194414432,56.0021
26976,-93.19912,35.65042,0.575777387617457,56.2751
7036,-104.05093,33.32244,0.569220034050355,55.6342
18804,-97.72121,34.41345,0.572430671512294,55.948
64138,-74.2922,29.13644,0.587763562845824,57.4466
44149,-80.67798,49.1215,0.430405493893855,42.0668
63641,-75.02847,27.42911,0.599325131781423,58.5766
45926,-82.97498,33.73336,0.562063115934911,54.9347
5706,-106.27034,45.13411,0.531948809874603,51.9914
4941,-106.04313,40.2537,0.591251473332679,57.7875
21555,-96.14126,46.43399,0.507797408571522,49.6309
2363,-108.729,46.77943,0.490029425727663,47.8943
46266,-80.50049,44.40111,0.469604328324002,45.898
20225,-96.93618,32.36374,0.661238868153096,64.6279
46960,-80.75325,41.57365,0.609314122712242,59.5529
51608,-81.60922,25.08595,0.420807345381921,41.1287
15613,-99.20006,26.77275,0.539791236944635,52.7579
61441,-77.12238,23.53182,0.410091919588776,40.0814
5445,-106.10137,42.8644,0.588059252529221,57.4755
50311,-79.02003,40.33033,0.521848295845202,51.0042
12313,-101.19221,33.14596,0.569412385816717,55.653
30842,-90.83559,38.37103,0.552868087614183,54.036
60512,-76.78663,26.81595,0.513280457060538,50.1668
57425,-77.45998,30.558,0.600873154241561,58.7279
25446,-94.34878,26.01955,0.405290287463576,39.6121
46094,-84.16356,26.08866,0.543663850964214,53.1364
45723,-82.33047,37.70861,0.578593090069738,56.5503
51322,-76.86954,45.63957,0.388743942965655,37.9949
40486,-84.51157,42.67671,0.49723545493239,48.5986
54718,-73.35488,49.03445,0.378598410437744,37.0033
51518,-78.11812,40.96494,0.447907458337426,43.7774
11125,-101.91972,34.41415,0.603811634417051,59.0151
4020,-107.23122,44.409,0.561198556133975,54.8502
64801,-75.56618,23.2014,0.393207936352028,38.4312
58814,-78.04488,25.11315,0.438049430311364,42.8139
27356,-92.0497,50.73523,0.493120354909472,48.1964
56864,-72.54768,47.33521,0.393098459548833,38.4205
17281,-98.34663,25.51639,0.404523949841207,39.5372
50091,-78.58659,42.47726,0.475396367416429,46.4641
53504,-74.69926,47.71741,0.383616949873948,37.4938
28290,-91.63716,47.94156,0.48636246439446,47.5359
42654,-83.02062,43.3923,0.541277870543169,52.9032
44354,-81.48727,45.40272,0.447491037226206,43.7367
34456,-88.58885,39.75523,0.60760035032577,59.3854
38329,-85.77298,43.12561,0.552406648004453,53.9909
27634,-93.14963,28.96305,0.567992256818256,55.5142
25508,-94.11709,32.64878,0.661098696919098,64.6142
7051,-104.20446,34.93942,0.573599106178175,56.0622
62861,-68.91844,46.25977,0.445626862128802,43.5545
44479,-83.87747,33.08213,0.543911452706021,53.1606
19541,-97.33607,36.25637,0.61752385980421,60.3553
26180,-93.94,27.49499,0.455195339357627,44.4897
32703,-90.33008,31.94053,0.634257440330027,61.9908
13450,-100.25681,26.42593,0.472033280948171,46.1354
50787,-78.85394,39.86197,0.623905231968045,60.979
22691,-95.52308,39.50239,0.537137191827915,52.4985
63032,-71.71941,39.07868,0.584502791146908,57.1279
43579,-83.21915,39.57602,0.561252782961726,54.8555
29397,-91.70502,37.87055,0.546533780244246,53.4169
51609,-81.58956,25.18995,0.420346928919883,41.0837
12075,-101.3333,33.35662,0.569006196182431,55.6133
42171,-83.38183,43.10407,0.514482655600301,50.2843
55066,-77.59522,35.10917,0.590157728448417,57.6806
64945,-70.92364,38.10705,0.602314769341584,58.8688
14710,-99.89106,32.86444,0.574727638084013,56.1725
45604,-84.55811,25.0712,0.535364076875225,52.3252
8101,-104.68152,44.69722,0.543379415905445,53.1086
63839,-67.4324,47.9629,0.446214148904823,43.6119
61274,-75.25555,31.11308,0.5978835166814,58.4357
45627,-84.18154,27.48496,0.599770201028059,58.6201
66649,-68.99986,40.3746,0.53303232328193,52.0973
31357,-90.1972,42.143,0.517981820711783,50.6263
1263,-106.9511,31.6848,0.574401253969813,56.1406
19526,-97.32877,34.63171,0.592805634678977,57.9394
54717,-73.39672,48.93121,0.380176104180991,37.1575
6356,-104.88522,37.61295,0.536876289166094,52.473
21802,-95.97278,47.18537,0.489721458271944,47.8642
19625,-97.38375,45.35886,0.510629481386897,49.9077
10681,-102.46523,38.29742,0.574936360213469,56.1929
66809,-71.96289,32.04435,0.63157167763481,61.7283
31453,-91.35735,26.63995,0.627819795043054,61.3616
1071,-107.79649,36.82849,0.674174524440952,65.8922
4621,-105.16425,31.62053,0.530945101987362,51.8933
26697,-93.5308,31.44557,0.610117293651573,59.6314
48609,-80.56345,38.12841,0.623076482336378,60.898
1642,-109.17481,46.63052,0.499773884359755,48.8467
47624,-81.68589,35.53404,0.52257575385522,51.0753
14873,-100.75641,50.45255,0.50698809874603,49.5518
35154,-88.45869,37.34789,0.574702059391677,56.17
3121,-105.23338,25.1879,0.567287308057493,55.4453
48746,-82.66019,27.17392,0.633401065710637,61.9071
60685,-70.96674,44.89528,0.423912598631438,41.4322
25333,-93.96729,39.68976,0.487903324820745,47.6865
40753,-83.78957,45.5508,0.591914473038012,57.8523
58898,-75.7799,33.88144,0.652463330386668,63.7702
50823,-77.78581,43.68189,0.42860680024883,41.891
6586,-104.63383,36.54152,0.542431981141342,53.016
28067,-91.63644,49.76151,0.483267442621877,47.2334
38465,-87.27345,31.92218,0.5453909242707,53.3052
17500,-98.87594,49.1045,0.527992297744164,51.6047
22412,-95.73978,35.27459,0.622264103067806,60.8186
14377,-100.97318,48.7394,0.505291719870347,49.386
2027,-107.19727,36.44763,0.627845373735389,61.3641
3128,-105.30791,25.92465,0.555670489146449,54.3099
45942,-82.64799,35.44349,0.575238188783027,56.2224
41856,-84.99384,35.06657,0.596351864584357,58.286
34464,-88.48317,40.61954,0.602167436073732,58.8544
9832,-104.23785,50.21141,0.526965057459974,51.5043
54346,-77.98363,35.17733,0.585570957338834,57.2323
44958,-83.64144,32.94399,0.580544232721082,56.741
33807,-88.02168,47.42625,0.572949407392856,55.9987
37869,-85.69941,45.29732,0.577863585764332,56.479
31414,-89.51146,48.27062,0.536146784860688,52.4017
49431,-77.10236,48.86563,0.386150263562846,37.7414
54246,-80.39156,24.6753,0.421360868284059,41.1828
61121,-72.46172,40.25394,0.579319524932063,56.6213
51787,-77.07166,44.01204,0.413470353272436,40.4116
15266,-99.95128,41.10306,0.524546336312739,51.2679
37120,-86.66136,42.22175,0.59362722227679,58.0197
9906,-102.42554,32.33475,0.620197344727106,60.6166
45210,-83.28223,34.21008,0.641349900140785,62.684
2614,-108.79688,47.96422,0.485521436990472,47.4537
30706,-89.84063,49.57446,0.569833922666405,55.6942
9167,-102.65676,30.27524,0.563364559800936,55.0619
21091,-96.43807,48.15348,0.50835400091674,49.6853
33823,-87.76415,49.13068,0.589315677896736,57.5983
19317,-97.4819,37.99128,0.60416462037128,59.0496
9939,-102.68894,35.89588,0.577236396228268,56.4177
20555,-96.78085,42.11476,0.525656451560096,51.3764
