site,poc,date,lat,lon,ozone
120110031,1,"2005-05-22",26.272,-80.295,46.5
120112003,1,"2005-05-22",26.29,-80.097,46
120118002,1,"2005-05-22",26.087,-80.111,47.25
120210004,1,"2005-05-22",26.27,-81.711,42.63
120230002,1,"2005-05-22",30.178,-82.619,55.5
120310077,1,"2005-05-22",30.478,-81.588,52.38
120310100,1,"2005-05-22",30.261,-81.454,54.25
120330004,1,"2005-05-22",30.525,-87.204,58.88
120330018,1,"2005-05-22",30.368,-87.271,52.63
120330024,1,"2005-05-22",30.399,-87.276,51.88
120550003,1,"2005-05-22",27.189,-81.341,54.5
120570081,1,"2005-05-22",27.74,-82.465,58.38
120570110,1,"2005-05-22",27.781,-82.162,60
120571035,1,"2005-05-22",27.928,-82.455,57.88
120571065,1,"2005-05-22",27.892,-82.539,65.5
120573002,1,"2005-05-22",27.966,-82.23,55.88
120574004,1,"2005-05-22",27.993,-82.126,55.25
120590004,1,"2005-05-22",30.847,-85.604,51.5
120690002,1,"2005-05-22",28.525,-81.723,55.13
120712002,1,"2005-05-22",26.548,-81.98,51.75
120713002,1,"2005-05-22",26.449,-81.939,54.38
120730012,1,"2005-05-22",30.44,-84.348,53.38
120730013,1,"2005-05-22",30.484,-84.199,52.5
120813002,1,"2005-05-22",27.633,-82.546,56.88
120814012,1,"2005-05-22",27.481,-82.619,59.5
120814013,1,"2005-05-22",27.449,-82.522,56.5
120830003,1,"2005-05-22",29.17,-82.101,54.13
120830004,1,"2005-05-22",29.192,-82.173,55.13
120860027,1,"2005-05-22",25.733,-80.162,64.75
120860029,1,"2005-05-22",25.586,-80.327,43.75
120950008,1,"2005-05-22",28.454,-81.381,54.25
120952002,1,"2005-05-22",28.599,-81.363,53
120972002,1,"2005-05-22",28.347,-81.637,54.63
120990020,1,"2005-05-22",26.591,-80.061,23.88
121010005,1,"2005-05-22",28.332,-82.306,57.75
121012001,1,"2005-05-22",28.195,-82.758,53.5
121030004,1,"2005-05-22",27.946,-82.732,51
121030018,1,"2005-05-22",27.786,-82.74,52.25
121035002,1,"2005-05-22",28.09,-82.701,53.63
121056005,1,"2005-05-22",27.939,-82,59
121056006,1,"2005-05-22",28.029,-81.972,52.37
121111002,1,"2005-05-22",27.449,-80.408,32.25
121130015,1,"2005-05-22",30.394,-87.008,52
121151005,1,"2005-05-22",27.307,-82.571,59.5
121151006,1,"2005-05-22",27.35,-82.48,59.13
121152002,1,"2005-05-22",27.089,-82.363,59.75
121171002,1,"2005-05-22",28.746,-81.31,52.5
121272001,1,"2005-05-22",29.109,-80.994,50.38
121275002,1,"2005-05-22",29.207,-81.053,48.13
121290001,1,"2005-05-22",30.093,-84.162,48.5
130210012,1,"2005-05-22",32.803,-83.545,56.88
130210013,1,"2005-05-22",32.828,-83.789,50.25
130510021,1,"2005-05-22",32.068,-81.049,53.63
130550001,1,"2005-05-22",34.474,-85.408,51.63
130590002,1,"2005-05-22",33.924,-83.357,56.87
130670003,1,"2005-05-22",34.014,-84.607,51.75
130730001,1,"2005-05-22",33.582,-82.131,54.13
130770002,1,"2005-05-22",33.404,-84.746,47.25
130850001,2,"2005-05-22",34.378,-84.056,52.25
130890002,1,"2005-05-22",33.688,-84.29,48.13
130893001,1,"2005-05-22",33.848,-84.214,55
130970004,1,"2005-05-22",33.743,-84.779,56.5
131130001,1,"2005-05-22",33.456,-84.42,47.63
131210055,1,"2005-05-22",33.721,-84.358,53.63
131270006,1,"2005-05-22",31.169,-81.496,47
131350002,1,"2005-05-22",33.964,-84.066,58.38
131510002,1,"2005-05-22",33.435,-84.162,47.62
132130003,1,"2005-05-22",34.785,-84.627,53.75
132150008,1,"2005-05-22",32.521,-84.944,54.87
132151003,1,"2005-05-22",32.539,-84.843,51.75
132230003,1,"2005-05-22",33.928,-85.045,51.75
132450091,1,"2005-05-22",33.433,-82.022,54.75
132470001,1,"2005-05-22",33.586,-84.067,46.88
132611001,2,"2005-05-22",31.953,-84.079,52.63
170010006,1,"2005-05-22",39.933,-91.404,52.88
170190004,1,"2005-05-22",40.124,-88.229,56.38
170230001,1,"2005-05-22",39.211,-87.668,51.25
170310001,1,"2005-05-22",41.671,-87.732,56.87
170310032,1,"2005-05-22",41.756,-87.545,53.13
170310064,1,"2005-05-22",41.791,-87.602,52.5
170310072,1,"2005-05-22",41.896,-87.607,51.25
170310076,1,"2005-05-22",41.751,-87.714,57.25
170311003,2,"2005-05-22",41.984,-87.792,53.13
170311601,1,"2005-05-22",41.668,-87.991,56.25
170314002,1,"2005-05-22",41.855,-87.753,52.88
170314007,1,"2005-05-22",42.06,-87.863,48.25
170314201,1,"2005-05-22",42.14,-87.799,49.37
170317002,1,"2005-05-22",42.062,-87.674,52
170436001,1,"2005-05-22",41.813,-88.073,50.75
170491001,2,"2005-05-22",39.067,-88.549,53
170650002,1,"2005-05-22",38.084,-88.625,56.5
170831001,1,"2005-05-22",39.11,-90.324,54.5
170890005,1,"2005-05-22",42.049,-88.273,50.88
170971002,1,"2005-05-22",42.387,-87.841,49.88
170971007,1,"2005-05-22",42.468,-87.81,54
171110001,1,"2005-05-22",42.221,-88.242,52.25
171132003,1,"2005-05-22",40.519,-88.997,57.5
171150013,1,"2005-05-22",39.867,-88.926,58.13
171170002,1,"2005-05-22",39.396,-89.809,56.63
171190008,1,"2005-05-22",38.89,-90.148,55.13
171191009,1,"2005-05-22",38.726,-89.96,55.38
171193007,1,"2005-05-22",38.861,-90.106,53.75
171430024,1,"2005-05-22",40.687,-89.607,53.38
171431001,1,"2005-05-22",40.745,-89.586,54.25
171570001,1,"2005-05-22",38.176,-89.788,47.38
171613002,1,"2005-05-22",41.515,-90.517,47.25
171630010,2,"2005-05-22",38.612,-90.16,52
171670010,1,"2005-05-22",39.844,-89.605,56.13
171971011,1,"2005-05-22",41.222,-88.191,57.75
172010009,1,"2005-05-22",42.287,-89.077,48.87
172012001,1,"2005-05-22",42.335,-89.038,45.75
180030002,1,"2005-05-22",41.222,-85.017,51.75
180030004,1,"2005-05-22",41.095,-85.102,52.75
180110001,1,"2005-05-22",39.997,-86.395,66.63
180150002,1,"2005-05-22",40.541,-86.553,63.13
180190003,1,"2005-05-22",38.377,-85.69,59.38
180350010,1,"2005-05-22",40.3,-85.246,70.63
180390007,1,"2005-05-22",41.718,-85.831,64.38
180431004,1,"2005-05-22",38.308,-85.834,58.63
180550001,1,"2005-05-22",38.986,-86.99,63.75
180571001,1,"2005-05-22",40.056,-86.001,65.63
180590003,1,"2005-05-22",39.935,-85.841,63.25
180630004,1,"2005-05-22",39.759,-86.397,64
180690002,1,"2005-05-22",40.961,-85.38,62.75
180710001,1,"2005-05-22",38.921,-86.081,64.25
180810002,1,"2005-05-22",39.417,-86.152,62.25
180890022,1,"2005-05-22",41.607,-87.305,48.88
180890030,1,"2005-05-22",41.681,-87.495,63.25
180892008,1,"2005-05-22",41.639,-87.494,61
180910005,1,"2005-05-22",41.717,-86.908,65.75
180950010,1,"2005-05-22",40.002,-85.657,64.38
180970042,1,"2005-05-22",39.646,-86.249,61.62
180970050,1,"2005-05-22",39.859,-86.021,63.75
180970057,1,"2005-05-22",39.749,-86.186,64.13
180970073,1,"2005-05-22",39.789,-86.061,61.62
181090005,1,"2005-05-22",39.576,-86.478,62.75
181230009,1,"2005-05-22",38.113,-86.604,64.13
181270024,1,"2005-05-22",41.618,-87.199,63.63
181270026,1,"2005-05-22",41.51,-87.039,62.38
181290003,1,"2005-05-22",38.005,-87.718,57.13
181410010,1,"2005-05-22",41.552,-86.371,64.38
181411007,1,"2005-05-22",41.743,-86.111,65
181411008,1,"2005-05-22",41.694,-86.237,64.88
181450001,1,"2005-05-22",39.611,-85.874,63.5
181630012,1,"2005-05-22",38.022,-87.569,60.5
181630013,1,"2005-05-22",38.114,-87.537,44.5
181670018,1,"2005-05-22",39.486,-87.401,49.13
181670024,1,"2005-05-22",39.561,-87.313,59.87
181730008,1,"2005-05-22",38.052,-87.278,60.25
181730009,1,"2005-05-22",38.194,-87.341,57.5
181730011,1,"2005-05-22",37.954,-87.322,60.62
190170011,1,"2005-05-22",42.743,-92.513,50.13
190450021,1,"2005-05-22",41.875,-90.177,46
190851101,1,"2005-05-22",41.782,-95.946,49.25
191130028,1,"2005-05-22",41.911,-91.652,44.88
191130033,1,"2005-05-22",42.281,-91.527,50.13
191370002,1,"2005-05-22",40.971,-95.044,40.25
191471002,1,"2005-05-22",43.123,-94.693,44.13
191530058,1,"2005-05-22",41.608,-93.572,52.88
191630014,1,"2005-05-22",41.699,-90.522,52.87
191632011,1,"2005-05-22",41.647,-90.431,53.13
191690011,1,"2005-05-22",41.881,-93.696,46.5
191770006,1,"2005-05-22",40.695,-92.006,54.5
200450004,1,"2005-05-22",39.004,-95.224,57.13
200910010,1,"2005-05-22",38.839,-94.746,66.25
201030003,1,"2005-05-22",39.327,-94.951,56.38
201070002,1,"2005-05-22",38.136,-94.732,64.25
201730001,1,"2005-05-22",37.781,-97.337,54.5
201730010,1,"2005-05-22",37.701,-97.314,65.5
201910002,1,"2005-05-22",37.477,-97.366,61.5
202090021,1,"2005-05-22",39.118,-94.636,52.75
210130002,1,"2005-05-22",36.608,-83.737,53.63
210150003,1,"2005-05-22",38.918,-84.853,59.87
210190017,1,"2005-05-22",38.459,-82.641,55.13
210370003,1,"2005-05-22",39.066,-84.452,58.75
210430500,1,"2005-05-22",38.238,-82.988,43
210470006,1,"2005-05-22",36.912,-87.324,59.25
210590005,1,"2005-05-22",37.781,-87.076,58.75
210610501,1,"2005-05-22",37.131,-86.148,56.13
210670001,1,"2005-05-22",38.126,-84.468,40.75
210670012,1,"2005-05-22",38.065,-84.5,54.13
210890007,1,"2005-05-22",38.548,-82.732,47.75
210910012,1,"2005-05-22",37.939,-86.897,56.25
210930006,1,"2005-05-22",37.706,-85.852,54.12
211010014,1,"2005-05-22",37.871,-87.463,57.88
211110027,1,"2005-05-22",38.137,-85.578,55.25
211110051,1,"2005-05-22",38.061,-85.896,50.63
211111021,1,"2005-05-22",38.264,-85.712,54.63
211130001,1,"2005-05-22",37.893,-84.589,54.88
211170007,1,"2005-05-22",39.072,-84.525,54.75
211390003,1,"2005-05-22",37.156,-88.393,59.5
211451024,1,"2005-05-22",37.058,-88.573,55.38
211490001,1,"2005-05-22",37.606,-87.254,57.5
211830032,1,"2005-05-22",37.32,-86.956,52.87
211850004,1,"2005-05-22",38.399,-85.443,63
211930003,1,"2005-05-22",37.283,-83.22,46.5
211950002,1,"2005-05-22",37.483,-82.535,40.25
211990003,1,"2005-05-22",37.097,-84.612,54.13
212130004,1,"2005-05-22",36.709,-86.566,59
212210013,1,"2005-05-22",36.901,-88.014,58.63
212270008,1,"2005-05-22",37.037,-86.251,53.13
220110002,1,"2005-05-22",30.492,-93.144,74.88
220150008,2,"2005-05-22",32.534,-93.75,90.25
220190002,1,"2005-05-22",30.143,-93.372,90.5
220190008,1,"2005-05-22",30.262,-93.284,77.13
220190009,1,"2005-05-22",30.228,-93.578,90.88
220330003,1,"2005-05-22",30.419,-91.183,98.75
220330009,1,"2005-05-22",30.461,-91.177,86
220330013,1,"2005-05-22",30.7,-91.056,72.13
220331001,2,"2005-05-22",30.587,-91.207,97
220430001,1,"2005-05-22",31.502,-92.46,66.75
220470007,1,"2005-05-22",30.4,-91.425,88.63
220470009,1,"2005-05-22",30.221,-91.316,70.25
220470012,1,"2005-05-22",30.207,-91.13,85.63
220511001,2,"2005-05-22",30.043,-90.275,74.25
220550005,1,"2005-05-22",30.218,-92.051,83.25
220570004,1,"2005-05-22",29.764,-90.765,70.13
220630002,1,"2005-05-22",30.313,-90.813,77.88
220710012,2,"2005-05-22",29.994,-90.103,66.63
220730004,1,"2005-05-22",32.51,-92.046,75.62
220770001,1,"2005-05-22",30.685,-91.367,106.63
220870002,1,"2005-05-22",29.982,-89.999,69.75
220890003,1,"2005-05-22",29.984,-90.411,80.88
220930002,1,"2005-05-22",29.994,-90.82,70.13
220950002,1,"2005-05-22",30.058,-90.608,84.37
221010003,1,"2005-05-22",29.715,-91.21,78
221210001,1,"2005-05-22",30.502,-91.21,97.5
230010014,1,"2005-05-22",43.977,-70.125,25.13
230050027,1,"2005-05-22",43.662,-70.266,31.13
230052003,1,"2005-05-22",43.561,-70.208,33.88
230090102,1,"2005-05-22",44.352,-68.227,38.13
230090103,1,"2005-05-22",44.377,-68.261,35.13
230090301,1,"2005-05-22",44.423,-68.806,33.25
230112005,1,"2005-05-22",44.23,-69.786,32
230130004,2,"2005-05-22",43.917,-69.262,35.88
230173001,1,"2005-05-22",44.222,-70.856,36.75
230194008,1,"2005-05-22",44.735,-68.678,32.5
230230004,1,"2005-05-22",43.795,-69.732,32.87
230290019,1,"2005-05-22",44.534,-67.594,35
230290031,1,"2005-05-22",44.965,-67.06,34.63
230310038,1,"2005-05-22",43.659,-70.62,36.75
230310039,1,"2005-05-22",43.225,-70.692,35.38
230312002,1,"2005-05-22",43.343,-70.471,36.25
230313002,1,"2005-05-22",43.083,-70.75,32.63
240030014,1,"2005-05-22",38.903,-76.653,29.38
240051007,1,"2005-05-22",39.461,-76.631,41
240053001,1,"2005-05-22",39.311,-76.474,44.88
240090011,1,"2005-05-22",38.537,-76.617,49.88
240130001,1,"2005-05-22",39.444,-77.042,43.75
240150003,1,"2005-05-22",39.701,-75.86,37.38
240170010,1,"2005-05-22",38.504,-76.812,38.5
240210037,1,"2005-05-22",39.408,-77.376,45.5
240251001,1,"2005-05-22",39.41,-76.297,43.13
240259001,1,"2005-05-22",39.563,-76.204,36.75
240290002,1,"2005-05-22",39.305,-75.797,41.75
240313001,1,"2005-05-22",39.114,-77.107,28.13
240338003,1,"2005-05-22",38.812,-76.744,50
240430009,1,"2005-05-22",39.566,-77.722,45.5
250010002,1,"2005-05-22",41.976,-70.025,38.5
250034002,1,"2005-05-22",42.637,-73.169,31.63
250051002,1,"2005-05-22",41.635,-70.881,38.71
250092006,1,"2005-05-22",42.474,-70.973,35.25
250094004,1,"2005-05-22",42.789,-70.809,36.57
250095005,1,"2005-05-22",42.763,-71.106,29.88
250130008,1,"2005-05-22",42.194,-72.556,32.75
250150103,1,"2005-05-22",42.4,-72.524,28.87
250170009,1,"2005-05-22",42.627,-71.362,32.13
250171102,1,"2005-05-22",42.414,-71.486,29.88
250213003,1,"2005-05-22",42.212,-71.115,35.13
250250041,1,"2005-05-22",42.317,-70.969,32.57
250250042,1,"2005-05-22",42.329,-71.083,28.87
250270015,1,"2005-05-22",42.274,-71.876,32.25
260050003,1,"2005-05-22",42.768,-86.149,60.13
260190003,1,"2005-05-22",44.617,-86.109,58.75
260210014,1,"2005-05-22",42.198,-86.31,62.25
260270003,2,"2005-05-22",41.896,-86.002,60.63
260370001,2,"2005-05-22",42.798,-84.394,46.38
260492001,1,"2005-05-22",43.168,-83.462,50.5
260630007,1,"2005-05-22",43.836,-82.643,40.63
260650012,2,"2005-05-22",42.737,-84.536,48.63
260770008,1,"2005-05-22",42.278,-85.542,44.63
260810020,1,"2005-05-22",42.985,-85.671,46.88
260810022,1,"2005-05-22",43.177,-85.417,43.5
260910007,1,"2005-05-22",41.996,-83.947,51.63
260990009,1,"2005-05-22",42.731,-82.794,40.5
260991003,1,"2005-05-22",42.513,-83.006,40.37
261050007,1,"2005-05-22",43.953,-86.294,58.5
261130001,1,"2005-05-22",44.311,-84.892,56
261210039,1,"2005-05-22",43.278,-86.311,64.63
261250001,2,"2005-05-22",42.463,-83.183,34.63
261390005,1,"2005-05-22",42.894,-85.853,52.88
261470005,1,"2005-05-22",42.953,-82.456,38.5
261530001,1,"2005-05-22",46.289,-85.95,60.86
261610008,1,"2005-05-22",42.241,-83.6,38.63
261630001,2,"2005-05-22",42.228,-83.209,37.13
261630016,1,"2005-05-22",42.358,-83.096,37.88
261630019,2,"2005-05-22",42.431,-83.001,36.25
270031001,1,"2005-05-22",45.401,-93.201,48.13
270031002,1,"2005-05-22",45.142,-93.214,46.38
270052013,1,"2005-05-22",46.851,-95.847,45.63
270177416,1,"2005-05-22",46.705,-92.524,42.63
270353204,1,"2005-05-22",46.394,-94.143,45.25
