Skin,lat,lon
0.137422984195017,31.2153793790001,-85.36146588
0.4852247330519,34.2213345550001,-86.1593751469999
0.00759747706422018,34.7950396050001,-87.6850748539999
0.0369068541300527,31.2921595230001,-86.2553990219999
0.06640625,31.693116349,-86.26549483
0.194673768308921,34.4406075910001,-85.757267607
0.216825792168258,33.2544293220001,-86.814079334
0.0412960609911055,33.50314015,-86.8024285829999
0.219828373197006,34.7464308950001,-87.6989350279999
0.0454545454545455,31.4513507130001,-85.630942937
0.0072202166064982,34.162750209,-85.643489793
0.162068965517241,32.3271860580001,-86.276590611
0.0277488727020465,32.3665811820001,-86.28577144
0.15690015444717,32.638088059,-85.404452728
0,33.311550578,-85.4849769739999
0.0212582944212337,33.509023244,-86.7997285449999
0.00652883569096844,32.5349277760001,-85.9098537519999
0.0151101109146439,34.198596067,-86.8040484589999
0.494186046511628,31.297978657,-86.494814348
0.0324925181701582,33.667678057,-85.83426679
0.127982460321243,34.721080618,-86.581285158
0.023291584267194,34.0093802420001,-85.9677883909999
0.339835728952772,33.707696184,-87.823775363
0.0910961723144464,34.003378506,-86.004091091
0.0415549597855228,31.318719619,-85.8557277689999
0.0330712930333424,34.575749027,-87.016545688
0.181748043645983,31.2358267700001,-85.457213408
0.0130013685651121,33.5079732560001,-86.788747639
0.204724409448819,34.4829459750001,-87.286002836
0.0171656686626746,34.661682641,-86.0467320829999
0.293392070484581,31.048047469,-85.891125867
0.0147006095374686,32.9313349500001,-85.9687884539999
0.401442307692308,31.8880182770001,-85.1560610989999
0.026578073089701,33.276658905,-85.8236116959999
0.213603238866397,33.657075605,-85.8234570069999
0.0198614318706697,34.8035777870001,-86.9783764009999
0.276829390036937,30.4256804710001,-87.6832421189999
0.361465936739659,34.591155547,-86.972639268
0.673536146548904,33.92936502,-87.8246374679999
0,30.70815314,-88.098995768
0.00220921241577378,33.841048738,-87.236555986
0.0115280043501903,30.6820891260001,-88.199242462
0.0315581854043393,31.6947771150001,-87.7770749379999
0.566899206158287,33.2061733640001,-87.5254832159999
0.134199134199134,32.5522675550001,-86.187036242
0.108040201005025,31.127213651,-87.072478399
0.0175899716942984,30.519966314,-87.889508043
0.0181182453909727,33.4398093610001,-86.090878575
0.0264533667921372,33.4991663660001,-86.845895056
0.169104579630895,33.515335184,-86.7467054849999
0.00553426990208599,32.4641995150001,-86.450952768
0.174603174603175,33.274750813,-88.0896471619999
0.192556634304207,32.503647883,-87.837054457
0.0172820772213792,30.6954583840001,-88.0808547349999
0.110509392452192,33.3730148540001,-86.991743852
0.184354154032747,32.430035511,-87.05490515
0.009,31.498385243,-87.319232899
0.132564841498559,34.2410991990001,-87.590931561
0.202772963604853,31.7803954410001,-85.945852674
0.0433255269320843,30.9019360880001,-87.783113301
0.392836171462126,33.604999676,-86.300469977
0.163708961845608,34.69247331,-86.5725962509999
0.254629012921273,33.4630665290001,-86.776561107
0.0681499649614576,30.6858561220001,-88.13177287
0.0851351351351351,33.7856026150001,-85.761248935
0,31.4310394180001,-86.9413053169999
0.00543150271575136,32.3763576150001,-86.17186896
0.358608385370205,31.829742777,-86.646114739
0.0115495668912416,34.7449948440001,-87.676425536
0.0549132947976879,34.5112609940001,-87.7176050149999
0.29242819843342,33.1646454730001,-86.254120466
0,32.5091251060001,-85.005750188
0.0188679245283019,31.0170003870001,-87.47965812
0.0662165105641472,61.2052962130001,-149.812106283
0.0283755024828565,61.5620059220001,-149.260547406
0.00240192153722978,58.329442525,-134.465855053
0.0229338554048385,64.832948215,-147.736565729
0.012111801242236,61.2097560290001,-149.828991759
0.00716674629718108,60.493732365,-151.078082995
0.277249722256512,61.1818669990001,-149.802596904
0.0131291028446389,57.8003504480001,-152.374767992
0.0201958384332925,55.352886966,-131.686351919
0.0257352941176471,33.5021876490001,-112.17062034
0.267556810887149,33.4657189810001,-112.058313506
0.246054972169622,32.2507790270001,-110.879712061
0.00559597090095131,34.73529631,-112.031551855
0.0233236151603499,32.228805386,-110.999065268
0.0538520999742334,32.2260426600001,-110.857825979
0.00923951670220327,34.5601683080001,-112.482127082
0.013371788148925,32.683189521,-114.633262055
0.0694796954314721,33.567798575,-112.070201284
0.0273779283093424,32.8796429220001,-111.709596543
0.177679882525697,33.458512711,-112.025870698
0.0712510356255178,35.2086467280001,-111.645171766
0.0662502788311399,33.480347103,-112.079878575
0.411147839963524,33.5241694740001,-112.102245471
0.199179580674567,34.2311176360001,-111.321570715
0.57952486410308,33.2986729990001,-111.875165873
0.158462732919255,33.4514472440001,-112.043259826
0.017609126984127,33.487648157,-111.922030518
0.00392156862745098,31.554613127,-110.230537506
0.308093994778068,35.2200577740001,-114.035793564
0.126792963464141,33.6047833650001,-112.282990862
0.349496369173108,34.2020192630001,-110.016908325
0.156275862068966,32.2407319000001,-110.944128789
0.0709090909090909,33.3902907140001,-111.874672888
0.0249419953596288,32.821773024,-109.733000587
0.383186018481318,34.479547085,-114.338483181
0.432982917214192,33.6405732380001,-111.998050006
0.405542576331266,32.3196307810001,-111.012048218
0.0129891216106511,33.582434613,-111.885979956
0.305099857346648,33.4104579500001,-111.68797097
0.109354238639383,33.6107233770001,-112.179620813
0.0207333790267306,33.66557084,-112.117207469
0.0205594405594406,33.658325291,-112.372015003
0.0556057866184448,33.6541609450001,-112.203587122
0.435520079820404,35.1098281910001,-114.554807795
0.0972374588610751,33.662844541,-111.954452271
0.00432900432900433,33.4104624560001,-111.686415349
0,33.3792576160001,-111.734660276
0.00955414012738853,33.532150433,-112.099597146
0.218198077353007,33.4642326380001,-112.352520699
0.0256861365235749,32.177846587,-110.930745181
0,33.3348025830001,-111.890870513
0.00921006021962451,32.427338019,-110.947210473
0.0270618556701031,33.4796628440001,-112.256398503
0.531833290718486,35.0021808720001,-114.597965359
0.023936170212766,34.588348076,-112.332208276
0.0237430167597765,33.2858865630001,-111.75528292
0,33.313690476,-111.686812926
0.167012018234563,33.391080027,-111.615308078
0.0886859163229228,33.3841752320001,-111.719678244
0.0070281124497992,33.6698285210001,-111.922580156
0.0245051837888784,33.214691514,-111.563479483
0,33.456051604,-111.995260839
0,33.0732342810001,-111.486799164
0.0833333333333333,33.393377677,-111.567170353
0.0165631469979296,36.917017442,-111.463119305
0.003584229390681,31.3410635160001,-110.959181529
0.00465549348230913,36.1899544030001,-94.5096875959999
0.0129482071713147,35.4643997740001,-93.445888666
0.399869876382563,36.1108488200001,-94.1579147899999
0.472335392298594,34.7519041140001,-92.337411516
0.265064035271887,36.3115591540001,-94.183754317
0.249246987951807,35.0549498980001,-93.388517716
0.0343932511356262,35.2504460230001,-91.694615389
0.016489988221437,34.589069405,-94.22244718
0.0267972172120587,34.751541606,-92.3207777979999
0.038135593220339,36.235808251,-93.1071885119999
0.78476821192053,35.436520799,-94.338108108
0.0441640378548896,35.0394882960001,-90.771837197
0.618541558665975,35.8374387480001,-90.702786639
0.333659354478133,36.1813627060001,-94.136650581
0.0141555711282411,34.4660582220001,-93.0662098239999
0.027027027027027,36.3429633170001,-92.395180572
0.0264423076923077,35.0848966780001,-92.45915632
0.459100018218255,34.7834179280001,-92.218252859
0.0091484869809993,36.0525525790001,-90.4984094759999
0,35.282867504,-93.1497719069999
0.0283687943262411,36.289971028,-90.997696643
0.0239043824701195,33.5732903840001,-92.835454429
0.65732154410179,35.374392476,-94.42129677
0.225282046726481,35.3536856040001,-94.352995257
0.0208333333333333,33.2751031650001,-93.239971179
0.0179910044977511,35.9415627770001,-89.91889328
0.522319138019497,34.1891146450001,-92.018257139
0.107296137339056,34.517701678,-91.557574245
0.0353535353535354,34.8724178080001,-92.124870237
0.0909090909090909,34.3600503370001,-92.785736549
0.0412177985948478,34.485633675,-93.0332059259999
0.0706713780918728,35.608097894,-91.2647690649999
0.2606530160487,34.5744497060001,-92.5843825379999
0.0542168674698795,34.508432214,-90.627337744
0.37161163134549,33.2184073440001,-92.672365268
0.138338833883388,34.752363948,-92.344998364
0.264274061990212,35.864248854,-90.638996837
0.0992126916474279,35.7695819840001,-91.635758126
0.011142061281337,34.737538612,-92.3944673089999
0.010126582278481,34.8143531750001,-92.207191555
0.283018867924528,34.8016342880001,-92.3482492859999
0,36.121280427,-94.1337744859999
0.824701195219124,33.6489925160001,-93.5870480459999
0.376901140684411,33.9500563060001,-93.878394036
0.0287413280475719,35.504386654,-92.0007454
0,35.559681316,-92.450011902
0.41025641025641,34.1231454050001,-93.088516606
0.4274231678487,37.6331375440001,-122.089745665
0.0131319763624425,40.784513114,-124.141536169
0,37.5934587200001,-122.384298856
0.0570291777188329,37.7691033420001,-122.43464781
0.171054838168707,38.3235179750001,-122.296214977
0.0132860938883968,38.542044038,-122.475356029
0.00338066260987153,38.3509203890001,-120.766465228
0.0152925531914894,38.569457549,-121.452682465
0.160493827160494,34.0646866920001,-118.23937063
0.0140914709517923,33.9759679060001,-117.380134821
0.668562874251497,32.686343317,-117.083042001
0.00554575245777666,32.753805374,-117.165087261
0.138928742228599,32.779943668,-117.009635988
0.00571428571428571,40.8967176740001,-124.092996818
0.00413698000459664,39.504563897,-121.54211632
0.43322043881608,35.3905079100001,-119.006579451
0.400485540270029,37.312870032,-121.931843878
0.388648804379141,39.742511549,-121.84935548
0.140113487560017,34.3244882160001,-118.445982825
