Gastrointestinal,lat,lon
0.0267881060809001,31.2153793790001,-85.36146588
0.287476202301134,34.2213345550001,-86.1593751469999
0.784116972477064,34.7950396050001,-87.6850748539999
0.708260105448155,31.2921595230001,-86.2553990219999
0.93359375,31.693116349,-86.26549483
0.507057256990679,34.4406075910001,-85.757267607
0.469489414694894,33.2544293220001,-86.814079334
0,33.50314015,-86.8024285829999
0.364067920394376,34.7464308950001,-87.6989350279999
0.459415584415584,31.4513507130001,-85.630942937
0.592057761732852,34.162750209,-85.643489793
0.0982758620689655,32.3271860580001,-86.276590611
0.317030870620881,32.3665811820001,-86.28577144
0.235759062414827,32.638088059,-85.404452728
1,33.311550578,-85.4849769739999
0.532317522732858,33.509023244,-86.7997285449999
0.779107725788901,32.5349277760001,-85.9098537519999
0.309114290307025,34.198596067,-86.8040484589999
0.193446088794926,31.297978657,-86.494814348
0.725523728088927,33.667678057,-85.83426679
0.16976311901244,34.721080618,-86.581285158
0.490221929246319,34.0093802420001,-85.9677883909999
0.365503080082136,33.707696184,-87.823775363
0.53272053779668,34.003378506,-86.004091091
0.668900804289544,31.318719619,-85.8557277689999
0.052317701274058,34.575749027,-87.016545688
0.301333627245674,31.2358267700001,-85.457213408
0.333403516159596,33.5079732560001,-86.788747639
0.795275590551181,34.4829459750001,-87.286002836
0.768463073852295,34.661682641,-86.0467320829999
0.67488986784141,31.048047469,-85.891125867
0.350663320186447,32.9313349500001,-85.9687884539999
0.427884615384615,31.8880182770001,-85.1560610989999
0.578073089700997,33.276658905,-85.8236116959999
0.243238866396761,33.657075605,-85.8234570069999
0.527482678983834,34.8035777870001,-86.9783764009999
0.375960866526904,30.4256804710001,-87.6832421189999
0.192214111922141,34.591155547,-86.972639268
0.149820085050703,33.92936502,-87.8246374679999
0.081570996978852,30.70815314,-88.098995768
0.377223019993372,33.841048738,-87.236555986
0.484502446982055,30.6820891260001,-88.199242462
0.964497041420118,31.6947771150001,-87.7770749379999
0.0716382006254511,33.2061733640001,-87.5254832159999
0.194805194805195,32.5522675550001,-86.187036242
0.648241206030151,31.127213651,-87.072478399
0.279417711281844,30.519966314,-87.889508043
0.619516846789574,33.4398093610001,-86.090878575
0.585633626097867,33.4991663660001,-86.845895056
0.159261790840738,33.515335184,-86.7467054849999
0.779480630055343,32.4641995150001,-86.450952768
0.793650793650794,33.274750813,-88.0896471619999
0.41504854368932,32.503647883,-87.837054457
0.421682684201652,30.6954583840001,-88.0808547349999
0.402098493822982,33.3730148540001,-86.991743852
0.357186173438448,32.430035511,-87.05490515
0.954,31.498385243,-87.319232899
0.605187319884726,34.2410991990001,-87.590931561
0.608318890814558,31.7803954410001,-85.945852674
0.523419203747073,30.9019360880001,-87.783113301
0.46095126247798,33.604999676,-86.300469977
0.379236912156167,34.69247331,-86.5725962509999
0.13560676701745,33.4630665290001,-86.776561107
0.612298528381219,30.6858561220001,-88.13177287
0.440540540540541,33.7856026150001,-85.761248935
0.781659388646288,31.4310394180001,-86.9413053169999
0.890967612150473,32.3763576150001,-86.17186896
0.455842997323818,31.829742777,-86.646114739
0.868623676612127,34.7449948440001,-87.676425536
0.444123314065511,34.5112609940001,-87.7176050149999
0.244560487380331,33.1646454730001,-86.254120466
0.0994983277591973,32.5091251060001,-85.005750188
0.867924528301887,31.0170003870001,-87.47965812
0.629492485297321,61.2052962130001,-149.812106283
0.66824308347127,61.5620059220001,-149.260547406
0.576461168935148,58.329442525,-134.465855053
0.530275485946022,64.832948215,-147.736565729
0.557142857142857,61.2097560290001,-149.828991759
0.447682752030578,60.493732365,-151.078082995
0.179360572768794,61.1818669990001,-149.802596904
0.816192560175055,57.8003504480001,-152.374767992
0.686658506731946,55.352886966,-131.686351919
0.852941176470588,33.5021876490001,-112.17062034
0.373603800231095,33.4657189810001,-112.058313506
0.11298559706203,32.2507790270001,-110.879712061
0.61835478455512,34.73529631,-112.031551855
0.728414442700157,32.228805386,-110.999065268
0.222880700850296,32.2260426600001,-110.857825979
0.828358208955224,34.5601683080001,-112.482127082
0.254326166754064,32.683189521,-114.633262055
0.361675126903553,33.567798575,-112.070201284
0.271521309624612,32.8796429220001,-111.709596543
0.162995594713656,33.458512711,-112.025870698
0.271748135874068,35.2086467280001,-111.645171766
0.511933972786081,33.480347103,-112.079878575
0.253733044568563,33.5241694740001,-112.102245471
0.442114858705561,34.2311176360001,-111.321570715
0.179585262734045,33.2986729990001,-111.875165873
0.0767857142857143,33.4514472440001,-112.043259826
0.704365079365079,33.487648157,-111.922030518
0.886928104575163,31.554613127,-110.230537506
0.107817539548456,35.2200577740001,-114.035793564
0.485926928281461,33.6047833650001,-112.282990862
0.258374326540173,34.2020192630001,-110.016908325
0.183172413793103,32.2407319000001,-110.944128789
0.517727272727273,33.3902907140001,-111.874672888
0.672853828306265,32.821773024,-109.733000587
0.186721574929691,34.479547085,-114.338483181
0.114816031537451,33.6405732380001,-111.998050006
0.266172561024732,32.3196307810001,-111.012048218
0.50284137035233,33.582434613,-111.885979956
0.391761768901569,33.4104579500001,-111.68797097
0.515811852245549,33.6107233770001,-112.179620813
0.61206305688828,33.66557084,-112.117207469
0.521678321678322,33.658325291,-112.372015003
0.42744122965642,33.6541609450001,-112.203587122
0.416812172611624,35.1098281910001,-114.554807795
0.338785279744689,33.662844541,-111.954452271
0.00649350649350649,33.4104624560001,-111.686415349
0,33.3792576160001,-111.734660276
0.167197452229299,33.532150433,-112.099597146
0.602056785155377,33.4642326380001,-112.352520699
0.740675580577058,32.177846587,-110.930745181
0,33.3348025830001,-111.890870513
0.645412681544456,32.427338019,-110.947210473
0.595360824742268,33.4796628440001,-112.256398503
0.136793658910765,35.0021808720001,-114.597965359
0.0265957446808511,34.588348076,-112.332208276
0.406424581005587,33.2858865630001,-111.75528292
0.777777777777778,33.313690476,-111.686812926
0.3630335681724,33.391080027,-111.615308078
0.53712433706541,33.3841752320001,-111.719678244
0.790160642570281,33.6698285210001,-111.922580156
0.723845428840716,33.214691514,-111.563479483
0,33.456051604,-111.995260839
0.4,33.0732342810001,-111.486799164
0.166666666666667,33.393377677,-111.567170353
0.546583850931677,36.917017442,-111.463119305
0.924731182795699,31.3410635160001,-110.959181529
0.503724394785847,36.1899544030001,-94.5096875959999
0.639442231075697,35.4643997740001,-93.445888666
0.147690305790501,36.1108488200001,-94.1579147899999
0.0990931791299777,34.7519041140001,-92.337411516
0.338179718664707,36.3115591540001,-94.183754317
