Musculoskeletal,lat,lon
0.374765604071792,31.2153793790001,-85.36146588
0.0846784206605413,34.2213345550001,-86.1593751469999
0.0275229357798165,34.7950396050001,-87.6850748539999
0.0175746924428823,31.2921595230001,-86.2553990219999
0,31.693116349,-86.26549483
0.0972037283621838,34.4406075910001,-85.757267607
0.183340251833403,33.2544293220001,-86.814079334
0,33.50314015,-86.8024285829999
0.0777798064633924,34.7464308950001,-87.6989350279999
0.194805194805195,31.4513507130001,-85.630942937
0,34.162750209,-85.643489793
0.186206896551724,32.3271860580001,-86.276590611
0.151925078043704,32.3665811820001,-86.28577144
0.113200690469701,32.638088059,-85.404452728
0,33.311550578,-85.4849769739999
0.105922831162448,33.509023244,-86.7997285449999
0.110990206746464,32.5349277760001,-85.9098537519999
0.0922681240958045,34.198596067,-86.8040484589999
0.137420718816068,31.297978657,-86.494814348
0.0850790936297563,33.667678057,-85.83426679
0.154330108193127,34.721080618,-86.581285158
0.16260162601626,34.0093802420001,-85.9677883909999
0.0184804928131417,33.707696184,-87.823775363
0.158869529427905,34.003378506,-86.004091091
0.168230563002681,31.318719619,-85.8557277689999
0.0390349688262402,34.575749027,-87.016545688
0.080238068995922,31.2358267700001,-85.457213408
0.221181176965996,33.5079732560001,-86.788747639
0,34.4829459750001,-87.286002836
0.0279441117764471,34.661682641,-86.0467320829999
0,31.048047469,-85.891125867
0.111150950161348,32.9313349500001,-85.9687884539999
0.00721153846153846,31.8880182770001,-85.1560610989999
0.00996677740863787,33.276658905,-85.8236116959999
0.113522267206478,33.657075605,-85.8234570069999
0.156120092378753,34.8035777870001,-86.9783764009999
0.161126085654388,30.4256804710001,-87.6832421189999
0.144768856447689,34.591155547,-86.972639268
0.0552829571475303,33.92936502,-87.8246374679999
0.620845921450151,30.70815314,-88.098995768
0.0767701314481387,33.841048738,-87.236555986
0.0462207721587819,30.6820891260001,-88.199242462
0,31.6947771150001,-87.7770749379999
0.0757036324272312,33.2061733640001,-87.5254832159999
0.125541125541126,32.5522675550001,-86.187036242
0.0829145728643216,31.127213651,-87.072478399
0.230287100687424,30.519966314,-87.889508043
0.0289256198347107,33.4398093610001,-86.090878575
0.0525930572982016,33.4991663660001,-86.845895056
0.243472317156528,33.515335184,-86.7467054849999
0.0119199659429544,32.4641995150001,-86.450952768
0.0158730158730159,33.274750813,-88.0896471619999
0.0978964401294498,32.503647883,-87.837054457
0.0324565840499073,30.6954583840001,-88.0808547349999
0.0627855813166356,33.3730148540001,-86.991743852
0.063068526379624,32.430035511,-87.05490515
0.006,31.498385243,-87.319232899
0.00288184438040346,34.2410991990001,-87.590931561
0.0446273830155979,31.7803954410001,-85.945852674
0.0608899297423888,30.9019360880001,-87.783113301
0.0440399295361127,33.604999676,-86.300469977
0.145252883762201,34.69247331,-86.5725962509999
0.146862927933928,33.4630665290001,-86.776561107
0.0586895585143658,30.6858561220001,-88.13177287
0.247297297297297,33.7856026150001,-85.761248935
0.00873362445414847,31.4310394180001,-86.9413053169999
0.0337960168980085,32.3763576150001,-86.17186896
0.157894736842105,31.829742777,-86.646114739
0.095283926852743,34.7449948440001,-87.676425536
0.18111753371869,34.5112609940001,-87.7176050149999
0.187554395126197,33.1646454730001,-86.254120466
0.900501672240803,32.5091251060001,-85.005750188
0.00514579759862779,31.0170003870001,-87.47965812
0.0583750816815509,61.2052962130001,-149.812106283
0.0704658311657602,61.5620059220001,-149.260547406
0.207365892714171,58.329442525,-134.465855053
0.0748147112291987,64.832948215,-147.736565729
0.166770186335404,61.2097560290001,-149.828991759
0.182513139034878,60.493732365,-151.078082995
0.28416244908036,61.1818669990001,-149.802596904
0.148796498905908,57.8003504480001,-152.374767992
0.155446756425949,55.352886966,-131.686351919
0.0110294117647059,33.5021876490001,-112.17062034
0.131724226473231,33.4657189810001,-112.058313506
0.130257646181213,32.2507790270001,-110.879712061
0.130945719082261,34.73529631,-112.031551855
0.0953128504148912,32.228805386,-110.999065268
0.19402215923731,32.2260426600001,-110.857825979
0.0533049040511727,34.5601683080001,-112.482127082
0.156004195070792,32.683189521,-114.633262055
0.190355329949239,33.567798575,-112.070201284
0.298616991250353,32.8796429220001,-111.709596543
0.0719530102790015,33.458512711,-112.025870698
0.32145816072908,35.2086467280001,-111.645171766
0.0586660718269016,33.480347103,-112.079878575
0.15980850336259,33.5241694740001,-112.102245471
0.0560619872379216,34.2311176360001,-111.321570715
0.0379504731226092,33.2986729990001,-111.875165873
0.0875,33.4514472440001,-112.043259826
0.17906746031746,33.487648157,-111.922030518
0.075599128540305,31.554613127,-110.230537506
0.224696667178621,35.2200577740001,-114.035793564
0.146008119079838,33.6047833650001,-112.282990862
0.153431717029749,34.2020192630001,-110.016908325
0.420551724137931,32.2407319000001,-110.944128789
0.133636363636364,33.3902907140001,-111.874672888
0.284802784222738,32.821773024,-109.733000587
0.149357171554841,34.479547085,-114.338483181
0.36284494086728,33.6405732380001,-111.998050006
0.21268025457182,32.3196307810001,-111.012048218
0.218054879038805,33.582434613,-111.885979956
0.0809557774607703,33.4104579500001,-111.68797097
0.181504119053946,33.6107233770001,-112.179620813
0.142392049348869,33.66557084,-112.117207469
0.286433566433566,33.658325291,-112.372015003
0.12002712477396,33.6541609450001,-112.203587122
0.0613619356447992,35.1098281910001,-114.554807795
0.197566570260297,33.662844541,-111.954452271
0,33.4104624560001,-111.686415349
1,33.3792576160001,-111.734660276
0.517515923566879,33.532150433,-112.099597146
0.0482897384305835,33.4642326380001,-112.352520699
0.122448979591837,32.177846587,-110.930745181
1,33.3348025830001,-111.890870513
0.129649309245484,32.427338019,-110.947210473
0.0805412371134021,33.4796628440001,-112.256398503
0.142418818716441,35.0021808720001,-114.597965359
0.75,34.588348076,-112.332208276
0.254888268156425,33.2858865630001,-111.75528292
0.222222222222222,33.313690476,-111.686812926
0.201616245337754,33.391080027,-111.615308078
0.0553918680023571,33.3841752320001,-111.719678244
0.0672690763052209,33.6698285210001,-111.922580156
0.163053722902922,33.214691514,-111.563479483
1,33.456051604,-111.995260839
0,33.0732342810001,-111.486799164
0,33.393377677,-111.567170353
0.0331262939958592,36.917017442,-111.463119305
0.003584229390681,31.3410635160001,-110.959181529
0.0605214152700186,36.1899544030001,-94.5096875959999
0.0199203187250996,35.4643997740001,-93.445888666
0.179700715679896,36.1108488200001,-94.1579147899999
0.0699172033118675,34.7519041140001,-92.337411516
0.0385261389880328,36.3115591540001,-94.183754317
0.00903614457831325,35.0549498980001,-93.388517716
0.168072680077872,35.2504460230001,-91.694615389
0.0530035335689046,34.589069405,-94.22244718
0.197629476938933,34.751541606,-92.3207777979999
0.75,36.235808251,-93.1071885119999
0.0927152317880795,35.436520799,-94.338108108
0.0315457413249211,35.0394882960001,-90.771837197
0.0717988595127009,35.8374387480001,-90.702786639
0.15229844907084,36.1813627060001,-94.136650581
0.116888577435179,34.4660582220001,-93.0662098239999
0.27027027027027,36.3429633170001,-92.395180572
0.167832167832168,35.0848966780001,-92.45915632
0.158863180907269,34.7834179280001,-92.218252859
0.0161857846586911,36.0525525790001,-90.4984094759999
0.165796669152374,35.282867504,-93.1497719069999
0.152482269503546,36.289971028,-90.997696643
0.0159362549800797,33.5732903840001,-92.835454429
