Genitourinary,lat,lon
0.323868202518082,31.2153793790001,-85.36146588
0.0230941147256022,34.2213345550001,-86.1593751469999
0.0402809633027523,34.7950396050001,-87.6850748539999
0.0456942003514939,31.2921595230001,-86.2553990219999
0,31.693116349,-86.26549483
0.00985352862849534,34.4406075910001,-85.757267607
0.0763802407638024,33.2544293220001,-86.814079334
0,33.50314015,-86.8024285829999
0.100785101332846,34.7464308950001,-87.6989350279999
0.112012987012987,31.4513507130001,-85.630942937
0,34.162750209,-85.643489793
0.140948275862069,32.3271860580001,-86.276590611
0.233784252514742,32.3665811820001,-86.28577144
0.0744071954210957,32.638088059,-85.404452728
0,33.311550578,-85.4849769739999
0.0836814942246252,33.509023244,-86.7997285449999
0.00979325353645267,32.5349277760001,-85.9098537519999
0.0922681240958045,34.198596067,-86.8040484589999
0.0576109936575053,31.297978657,-86.494814348
0.0359127832407012,33.667678057,-85.83426679
0.068929031028073,34.721080618,-86.581285158
0.0925071412876291,34.0093802420001,-85.9677883909999
0.0215605749486653,33.707696184,-87.823775363
0.0373165043215805,34.003378506,-86.004091091
0.0221179624664879,31.318719619,-85.8557277689999
0.225806451612903,34.575749027,-87.016545688
0.163892868951835,31.2358267700001,-85.457213408
0.0392146541741236,33.5079732560001,-86.788747639
0,34.4829459750001,-87.286002836
0.0546906187624751,34.661682641,-86.0467320829999
0.0317180616740088,31.048047469,-85.891125867
0.135891000358551,32.9313349500001,-85.9687884539999
0.122596153846154,31.8880182770001,-85.1560610989999
0,33.276658905,-85.8236116959999
0.107044534412955,33.657075605,-85.8234570069999
0.0484988452655889,34.8035777870001,-86.9783764009999
0.0551063192572627,30.4256804710001,-87.6832421189999
0.237682481751825,34.591155547,-86.972639268
0.0143931959437357,33.92936502,-87.8246374679999
0,30.70815314,-88.098995768
0.0425273390036452,33.841048738,-87.236555986
0.101250679717238,30.6820891260001,-88.199242462
0,31.6947771150001,-87.7770749379999
0.0273995669954294,33.2061733640001,-87.5254832159999
0.134199134199134,32.5522675550001,-86.187036242
0.0477386934673367,31.127213651,-87.072478399
0.0742013748483623,30.519966314,-87.889508043
0.019389701207883,33.4398093610001,-86.090878575
0.0172521957340025,33.4991663660001,-86.845895056
0.115789473684211,33.515335184,-86.7467054849999
0,32.4641995150001,-86.450952768
0,33.274750813,-88.0896471619999
0.0800970873786408,32.503647883,-87.837054457
0.0813522171640533,30.6954583840001,-88.0808547349999
0.0198003046200711,33.3730148540001,-86.991743852
0.109157064887811,32.430035511,-87.05490515
0,31.498385243,-87.319232899
0,34.2410991990001,-87.590931561
0.031629116117851,31.7803954410001,-85.945852674
0.022248243559719,30.9019360880001,-87.783113301
0.00176159718144451,33.604999676,-86.300469977
0.0341614906832298,34.69247331,-86.5725962509999
0.105168509391235,33.4630665290001,-86.776561107
0.142256482130343,30.6858561220001,-88.13177287
0.0797297297297297,33.7856026150001,-85.761248935
0,31.4310394180001,-86.9413053169999
0.0446590223295112,32.3763576150001,-86.17186896
0,31.829742777,-86.646114739
0.00866217516843118,34.7449948440001,-87.676425536
0.00481695568400771,34.5112609940001,-87.7176050149999
0.0691906005221932,33.1646454730001,-86.254120466
0,32.5091251060001,-85.005750188
