Cardiovascular,lat,lon
0.00214304848647201,31.2153793790001,-85.36146588
0.0232596639351047,34.2213345550001,-86.1593751469999
0.131737385321101,34.7950396050001,-87.6850748539999
0.0263620386643234,31.2921595230001,-86.2553990219999
0,31.693116349,-86.26549483
0.0396804260985353,34.4406075910001,-85.757267607
0.0384668603846686,33.2544293220001,-86.814079334
0,33.50314015,-86.8024285829999
0.018623333941939,34.7464308950001,-87.6989350279999
0.00811688311688312,31.4513507130001,-85.630942937
0.00541516245487365,34.162750209,-85.643489793
0.254741379310345,32.3271860580001,-86.276590611
0.192160943461672,32.3665811820001,-86.28577144
0.176433178886163,32.638088059,-85.404452728
0,33.311550578,-85.4849769739999
0.253870729909069,33.509023244,-86.7997285449999
0.00652883569096844,32.5349277760001,-85.9098537519999
0.013341906445909,34.198596067,-86.8040484589999
0.0190274841437632,31.297978657,-86.494814348
0.0551517742625053,33.667678057,-85.83426679
0.0307420999952338,34.721080618,-86.581285158
0.0555921775433971,34.0093802420001,-85.9677883909999
0.0164271047227926,33.707696184,-87.823775363
0.177664974619289,34.003378506,-86.004091091
0.0201072386058981,31.318719619,-85.8557277689999
0.000542152344808891,34.575749027,-87.016545688
0.0633748484514494,31.2358267700001,-85.457213408
0.0677439730497947,33.5079732560001,-86.788747639
0,34.4829459750001,-87.286002836
0.00718562874251497,34.661682641,-86.0467320829999
0,31.048047469,-85.891125867
0.0501972032986734,32.9313349500001,-85.9687884539999
0.00480769230769231,31.8880182770001,-85.1560610989999
0.00332225913621262,33.276658905,-85.8236116959999
0.201295546558704,33.657075605,-85.8234570069999
0.0240184757505774,34.8035777870001,-86.9783764009999
0.0169711490466207,30.4256804710001,-87.6832421189999
0.0466849148418491,34.591155547,-86.972639268
0.0232253843637553,33.92936502,-87.8246374679999
0.273413897280967,30.70815314,-88.098995768
0.00673809786811002,33.841048738,-87.236555986
0.0412180532898314,30.6820891260001,-88.199242462
0.00394477317554241,31.6947771150001,-87.7770749379999
0.0497955256194371,33.2061733640001,-87.5254832159999
0,32.5522675550001,-86.187036242
0.0979899497487437,31.127213651,-87.072478399
0.0343712090578245,30.519966314,-87.889508043
0.00508582326764145,33.4398093610001,-86.090878575
0.0451693851944793,33.4991663660001,-86.845895056
0.0280246069719754,33.515335184,-86.7467054849999
0.0119199659429544,32.4641995150001,-86.450952768
0.0158730158730159,33.274750813,-88.0896471619999
0.0169902912621359,32.503647883,-87.837054457
0.0919743719440229,30.6954583840001,-88.0808547349999
0.136063631748181,33.3730148540001,-86.991743852
0.131594906003639,32.430035511,-87.05490515
0,31.498385243,-87.319232899
0.0172910662824208,34.2410991990001,-87.590931561
0.00866551126516464,31.7803954410001,-85.945852674
0.031615925058548,30.9019360880001,-87.783113301
0.0317087492660012,33.604999676,-86.300469977
0.0033717834960071,34.69247331,-86.5725962509999
0.0499533768482749,33.4630665290001,-86.776561107
0.0490539593552908,30.6858561220001,-88.13177287
0,33.7856026150001,-85.761248935
0,31.4310394180001,-86.9413053169999
0.0211225105612553,32.3763576150001,-86.17186896
0.00178412132024978,31.829742777,-86.646114739
0,34.7449948440001,-87.676425536
0.0163776493256262,34.5112609940001,-87.7176050149999
0.0282854656222802,33.1646454730001,-86.254120466
0,32.5091251060001,-85.005750188
0.0205831903945112,31.0170003870001,-87.47965812
0.0185144848616859,61.2052962130001,-149.812106283
0.0903286829037598,61.5620059220001,-149.260547406
0.00960768614891913,58.329442525,-134.465855053
0.0174800727171025,64.832948215,-147.736565729
0.0574534161490683,61.2097560290001,-149.828991759
0.0186335403726708,60.493732365,-151.078082995
0.0187631156647327,61.1818669990001,-149.802596904
0.00656455142231947,57.8003504480001,-152.374767992
0.00979192166462668,55.352886966,-131.686351919
0.0808823529411765,33.5021876490001,-112.17062034
0.174605212479137,33.4657189810001,-112.058313506
0.082859929993688,32.2507790270001,-110.879712061
0.0822607722439843,34.73529631,-112.031551855
0.0883606189728639,32.228805386,-110.999065268
0.0590054109765524,32.2260426600001,-110.857825979
0.0230987917555082,34.5601683080001,-112.482127082
0.352910330361825,32.683189521,-114.633262055
0.0897842639593909,33.567798575,-112.070201284
0.0107253739768558,32.8796429220001,-111.709596543
0.0234948604992658,33.458512711,-112.025870698
0.123446561723281,35.2086467280001,-111.645171766
0.086772250724961,33.480347103,-112.079878575
0.10167559557734,33.5241694740001,-112.102245471
0.0278030993618961,34.2311176360001,-111.321570715
0.0993557479363801,33.2986729990001,-111.875165873
0.0392080745341615,33.4514472440001,-112.043259826
0.0101686507936508,33.487648157,-111.922030518
0.00740740740740741,31.554613127,-110.230537506
0.0987559514667486,35.2200577740001,-114.035793564
0.117185385656292,33.6047833650001,-112.282990862
0.0653548840477864,34.2020192630001,-110.016908325
0.0961379310344828,32.2407319000001,-110.944128789
0.137727272727273,33.3902907140001,-111.874672888
0.00928074245939675,32.821773024,-109.733000587
0.0335476094817196,34.479547085,-114.338483181
0.0292378449408673,33.6405732380001,-111.998050006
0.0266655925239668,32.3196307810001,-111.012048218
