Gastrointestinal,Eye,Nervous.System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,lat,lon
0.0267881060809001,0.0819716046075542,0.0530404500401822,0.374765604071792,0.137422984195017,0.323868202518082,0.00214304848647201,31.2153793790001,-85.36146588
0.287476202301134,0.00960185415114643,0.0866650111745716,0.0846784206605413,0.4852247330519,0.0230941147256022,0.0232596639351047,34.2213345550001,-86.1593751469999
0.784116972477064,0,0.00874426605504587,0.0275229357798165,0.00759747706422018,0.0402809633027523,0.131737385321101,34.7950396050001,-87.6850748539999
0.708260105448155,0.165202108963093,0,0.0175746924428823,0.0369068541300527,0.0456942003514939,0.0263620386643234,31.2921595230001,-86.2553990219999
0.93359375,0,0,0,0.06640625,0,0,31.693116349,-86.26549483
0.507057256990679,0.0300932090545939,0.121438082556591,0.0972037283621838,0.194673768308921,0.00985352862849534,0.0396804260985353,34.4406075910001,-85.757267607
0.469489414694894,0,0.0154974401549744,0.183340251833403,0.216825792168258,0.0763802407638024,0.0384668603846686,33.2544293220001,-86.814079334
0,0.958703939008895,0,0,0.0412960609911055,0,0,33.50314015,-86.8024285829999
0.364067920394376,0.0774146430527661,0.141500821617674,0.0777798064633924,0.219828373197006,0.100785101332846,0.018623333941939,34.7464308950001,-87.6989350279999
0.459415584415584,0,0.180194805194805,0.194805194805195,0.0454545454545455,0.112012987012987,0.00811688311688312,31.4513507130001,-85.630942937
0.592057761732852,0.21841155234657,0.176895306859206,0,0.0072202166064982,0,0.00541516245487365,34.162750209,-85.643489793
0.0982758620689655,0.119827586206897,0.0379310344827586,0.186206896551724,0.162068965517241,0.140948275862069,0.254741379310345,32.3271860580001,-86.276590611
0.317030870620881,0.010752688172043,0.0665972944849116,0.151925078043704,0.0277488727020465,0.233784252514742,0.192160943461672,32.3665811820001,-86.28577144
0.235759062414827,0.0854910511492687,0.157808667211774,0.113200690469701,0.15690015444717,0.0744071954210957,0.176433178886163,32.638088059,-85.404452728
1,0,0,0,0,0,0,33.311550578,-85.4849769739999
0.532317522732858,0,0.00294912754976653,0.105922831162448,0.0212582944212337,0.0836814942246252,0.253870729909069,33.509023244,-86.7997285449999
0.779107725788901,0.0489662676822633,0.0380848748639826,0.110990206746464,0.00652883569096844,0.00979325353645267,0.00652883569096844,32.5349277760001,-85.9098537519999
0.309114290307025,0.214274232438515,0.263623211702299,0.0922681240958045,0.0151101109146439,0.0922681240958045,0.013341906445909,34.198596067,-86.8040484589999
0.193446088794926,0.0523255813953488,0.0459830866807611,0.137420718816068,0.494186046511628,0.0576109936575053,0.0190274841437632,31.297978657,-86.494814348
0.725523728088927,0.0307823856348867,0.0350577169730654,0.0850790936297563,0.0324925181701582,0.0359127832407012,0.0551517742625053,33.667678057,-85.83426679
0.16976311901244,0.0106953910681092,0.437557790381774,0.154330108193127,0.127982460321243,0.068929031028073,0.0307420999952338,34.721080618,-86.581285158
0.490221929246319,0,0.1757855416392,0.16260162601626,0.023291584267194,0.0925071412876291,0.0555921775433971,34.0093802420001,-85.9677883909999
0.365503080082136,0.217659137577002,0.0205338809034908,0.0184804928131417,0.339835728952772,0.0215605749486653,0.0164271047227926,33.707696184,-87.823775363
0.53272053779668,0,0.00233228152009878,0.158869529427905,0.0910961723144464,0.0373165043215805,0.177664974619289,34.003378506,-86.004091091
0.668900804289544,0.0180965147453083,0.0609919571045576,0.168230563002681,0.0415549597855228,0.0221179624664879,0.0201072386058981,31.318719619,-85.8557277689999
0.052317701274058,0.46218487394958,0.187042558959067,0.0390349688262402,0.0330712930333424,0.225806451612903,0.000542152344808891,34.575749027,-87.016545688
0.301333627245674,0.00110217127741651,0.20831037143172,0.080238068995922,0.181748043645983,0.163892868951835,0.0633748484514494,31.2358267700001,-85.457213408
0.333403516159596,0,0.325455311085377,0.221181176965996,0.0130013685651121,0.0392146541741236,0.0677439730497947,33.5079732560001,-86.788747639
0.795275590551181,0,0,0,0.204724409448819,0,0,34.4829459750001,-87.286002836
0.768463073852295,0.0850299401197605,0.0395209580838323,0.0279441117764471,0.0171656686626746,0.0546906187624751,0.00718562874251497,34.661682641,-86.0467320829999
0.67488986784141,0,0,0,0.293392070484581,0.0317180616740088,0,31.048047469,-85.891125867
0.350663320186447,0.251703119397634,0.0856937970598781,0.111150950161348,0.0147006095374686,0.135891000358551,0.0501972032986734,32.9313349500001,-85.9687884539999
0.427884615384615,0,0.0360576923076923,0.00721153846153846,0.401442307692308,0.122596153846154,0.00480769230769231,31.8880182770001,-85.1560610989999
0.578073089700997,0.382059800664452,0,0.00996677740863787,0.026578073089701,0,0.00332225913621262,33.276658905,-85.8236116959999
0.243238866396761,0.0746558704453441,0.0466396761133603,0.113522267206478,0.213603238866397,0.107044534412955,0.201295546558704,33.657075605,-85.8234570069999
0.527482678983834,0.15473441108545,0.069284064665127,0.156120092378753,0.0198614318706697,0.0484988452655889,0.0240184757505774,34.8035777870001,-86.9783764009999
0.375960866526904,0.0276529899171409,0.0863531995607467,0.161126085654388,0.276829390036937,0.0551063192572627,0.0169711490466207,30.4256804710001,-87.6832421189999
0.192214111922141,0.0048661800486618,0.0123175182481752,0.144768856447689,0.361465936739659,0.237682481751825,0.0466849148418491,34.591155547,-86.972639268
0.149820085050703,0.0794896957801766,0.00425253516519463,0.0552829571475303,0.673536146548904,0.0143931959437357,0.0232253843637553,33.92936502,-87.8246374679999
0.081570996978852,0,0.0241691842900302,0.620845921450151,0,0,0.273413897280967,30.70815314,-88.098995768
0.377223019993372,0.10526897161162,0.389263227659339,0.0767701314481387,0.00220921241577378,0.0425273390036452,0.00673809786811002,33.841048738,-87.236555986
0.484502446982055,0.127351821642197,0.187928221859706,0.0462207721587819,0.0115280043501903,0.101250679717238,0.0412180532898314,30.6820891260001,-88.199242462
0.964497041420118,0,0,0,0.0315581854043393,0,0.00394477317554241,31.6947771150001,-87.7770749379999
0.0716382006254511,0.00230935770988694,0.206254510464277,0.0757036324272312,0.566899206158287,0.0273995669954294,0.0497955256194371,33.2061733640001,-87.5254832159999
0.194805194805195,0.398268398268398,0.012987012987013,0.125541125541126,0.134199134199134,0.134199134199134,0,32.5522675550001,-86.187036242
0.648241206030151,0,0.0150753768844221,0.0829145728643216,0.108040201005025,0.0477386934673367,0.0979899497487437,31.127213651,-87.072478399
0.279417711281844,0.0671249494541043,0.297007682976142,0.230287100687424,0.0175899716942984,0.0742013748483623,0.0343712090578245,30.519966314,-87.889508043
0.619516846789574,0.143038779402416,0.165924984106802,0.0289256198347107,0.0181182453909727,0.019389701207883,0.00508582326764145,33.4398093610001,-86.090878575
