Eye,lat,lon
0.0819716046075542,31.2153793790001,-85.36146588
0.00960185415114643,34.2213345550001,-86.1593751469999
0,34.7950396050001,-87.6850748539999
0.165202108963093,31.2921595230001,-86.2553990219999
0,31.693116349,-86.26549483
0.0300932090545939,34.4406075910001,-85.757267607
0,33.2544293220001,-86.814079334
0.958703939008895,33.50314015,-86.8024285829999
0.0774146430527661,34.7464308950001,-87.6989350279999
0,31.4513507130001,-85.630942937
0.21841155234657,34.162750209,-85.643489793
0.119827586206897,32.3271860580001,-86.276590611
0.010752688172043,32.3665811820001,-86.28577144
0.0854910511492687,32.638088059,-85.404452728
0,33.311550578,-85.4849769739999
0,33.509023244,-86.7997285449999
0.0489662676822633,32.5349277760001,-85.9098537519999
0.214274232438515,34.198596067,-86.8040484589999
0.0523255813953488,31.297978657,-86.494814348
0.0307823856348867,33.667678057,-85.83426679
0.0106953910681092,34.721080618,-86.581285158
0,34.0093802420001,-85.9677883909999
0.217659137577002,33.707696184,-87.823775363
0,34.003378506,-86.004091091
0.0180965147453083,31.318719619,-85.8557277689999
0.46218487394958,34.575749027,-87.016545688
0.00110217127741651,31.2358267700001,-85.457213408
0,33.5079732560001,-86.788747639
0,34.4829459750001,-87.286002836
0.0850299401197605,34.661682641,-86.0467320829999
0,31.048047469,-85.891125867
0.251703119397634,32.9313349500001,-85.9687884539999
0,31.8880182770001,-85.1560610989999
0.382059800664452,33.276658905,-85.8236116959999
0.0746558704453441,33.657075605,-85.8234570069999
0.15473441108545,34.8035777870001,-86.9783764009999
0.0276529899171409,30.4256804710001,-87.6832421189999
0.0048661800486618,34.591155547,-86.972639268
0.0794896957801766,33.92936502,-87.8246374679999
0,30.70815314,-88.098995768
0.10526897161162,33.841048738,-87.236555986
0.127351821642197,30.6820891260001,-88.199242462
0,31.6947771150001,-87.7770749379999
0.00230935770988694,33.2061733640001,-87.5254832159999
0.398268398268398,32.5522675550001,-86.187036242
0,31.127213651,-87.072478399
0.0671249494541043,30.519966314,-87.889508043
0.143038779402416,33.4398093610001,-86.090878575
0.111459640317859,33.4991663660001,-86.845895056
0.0492139439507861,33.515335184,-86.7467054849999
0.19029374201788,32.4641995150001,-86.450952768
0,33.274750813,-88.0896471619999
0.127022653721683,32.503647883,-87.837054457
0.0166076546956668,30.6954583840001,-88.0808547349999
0.156033169741073,33.3730148540001,-86.991743852
0.123711340206186,32.430035511,-87.05490515
0.031,31.498385243,-87.319232899
0.239193083573487,34.2410991990001,-87.590931561
0,31.7803954410001,-85.945852674
0.134660421545667,30.9019360880001,-87.783113301
0.0446271285965942,33.604999676,-86.300469977
0,34.69247331,-86.5725962509999
0.0422272545624084,33.4630665290001,-86.776561107
0,30.6858561220001,-88.13177287
0.147297297297297,33.7856026150001,-85.761248935
0.00873362445414847,31.4310394180001,-86.9413053169999
0,32.3763576150001,-86.17186896
0,31.829742777,-86.646114739
0,34.7449948440001,-87.676425536
0.149325626204239,34.5112609940001,-87.7176050149999
0.175369886858138,33.1646454730001,-86.254120466
0,32.5091251060001,-85.005750188
0,31.0170003870001,-87.47965812
0.139838815072969,61.2052962130001,-149.812106283
0.0955308583589501,61.5620059220001,-149.260547406
0.0320256204963971,58.329442525,-134.465855053
0.0844637113690393,64.832948215,-147.736565729
0.129813664596273,61.2097560290001,-149.828991759
0.0845676063067367,60.493732365,-151.078082995
0.112702135538822,61.1818669990001,-149.802596904
0,57.8003504480001,-152.374767992
0.00795593635250918,55.352886966,-131.686351919
0,33.5021876490001,-112.17062034
0,33.4657189810001,-112.058313506
0.0092959201239456,32.2507790270001,-110.879712061
0,34.73529631,-112.031551855
0,32.228805386,-110.999065268
0.305849007987632,32.2260426600001,-110.857825979
0,34.5601683080001,-112.482127082
0.0437860513896172,32.683189521,-114.633262055
0.000951776649746193,33.567798575,-112.070201284
0,32.8796429220001,-111.709596543
0.355359765051395,33.458512711,-112.025870698
0.00911350455675228,35.2086467280001,-111.645171766
0,33.480347103,-112.079878575
0,33.5241694740001,-112.102245471
0.089334548769371,34.2311176360001,-111.321570715
0,33.2986729990001,-111.875165873
0.0876552795031056,33.4514472440001,-112.043259826
0.0354662698412698,33.487648157,-111.922030518
0,31.554613127,-110.230537506
0,35.2200577740001,-114.035793564
0,33.6047833650001,-112.282990862
0.0028109627547435,34.2020192630001,-110.016908325
0.00813793103448276,32.2407319000001,-110.944128789
0,33.3902907140001,-111.874672888
0,32.821773024,-109.733000587
0,34.479547085,-114.338483181
0,33.6405732380001,-111.998050006
0.0169983082252477,32.3196307810001,-111.012048218
0,33.582434613,-111.885979956
0,33.4104579500001,-111.68797097
0,33.6107233770001,-112.179620813
0,33.66557084,-112.117207469
0,33.658325291,-112.372015003
0,33.6541609450001,-112.203587122
0,35.1098281910001,-114.554807795
0,33.662844541,-111.954452271
0,33.4104624560001,-111.686415349
0,33.3792576160001,-111.734660276
0,33.532150433,-112.099597146
0,33.4642326380001,-112.352520699
0.0510204081632653,32.177846587,-110.930745181
0,33.3348025830001,-111.890870513
0.0226709174636911,32.427338019,-110.947210473
0,33.4796628440001,-112.256398503
0.0281257990283815,35.0021808720001,-114.597965359
0,34.588348076,-112.332208276
0,33.2858865630001,-111.75528292
0,33.313690476,-111.686812926
0.0317032739328637,33.391080027,-111.615308078
0,33.3841752320001,-111.719678244
0,33.6698285210001,-111.922580156
0,33.214691514,-111.563479483
0,33.456051604,-111.995260839
0,33.0732342810001,-111.486799164
0,33.393377677,-111.567170353
0,36.917017442,-111.463119305
0,31.3410635160001,-110.959181529
0.415270018621974,36.1899544030001,-94.5096875959999
0.0856573705179283,35.4643997740001,-93.445888666
0,36.1108488200001,-94.1579147899999
0,34.7519041140001,-92.337411516
0,36.3115591540001,-94.183754317
0.381024096385542,35.0549498980001,-93.388517716
0,35.2504460230001,-91.694615389
0.239104829210836,34.589069405,-94.22244718
0.190672507085803,34.751541606,-92.3207777979999
0,36.235808251,-93.1071885119999
0,35.436520799,-94.338108108
0,35.0394882960001,-90.771837197
0,35.8374387480001,-90.702786639
0.00782450747519911,36.1813627060001,-94.136650581
0.251436580238262,34.4660582220001,-93.0662098239999
0.027027027027027,36.3429633170001,-92.395180572
0.159309440559441,35.0848966780001,-92.45915632
0,34.7834179280001,-92.218252859
0.0506685432793807,36.0525525790001,-90.4984094759999
0.0780512055679841,35.282867504,-93.1497719069999
0,36.289971028,-90.997696643
0.341832669322709,33.5732903840001,-92.835454429
0,35.374392476,-94.42129677
0.0222084036599449,35.3536856040001,-94.352995257
0.715277777777778,33.2751031650001,-93.239971179
0,35.9415627770001,-89.91889328
0,34.1891146450001,-92.018257139
0.190987124463519,34.517701678,-91.557574245
0,34.8724178080001,-92.124870237
0,34.3600503370001,-92.785736549
0,34.485633675,-93.0332059259999
0.176678445229682,35.608097894,-91.2647690649999
0.302158273381295,34.5744497060001,-92.5843825379999
0.132530120481928,34.508432214,-90.627337744
0.0956136027599803,33.2184073440001,-92.672365268
0.084020902090209,34.752363948,-92.344998364
0.03552655428675,35.864248854,-90.638996837
0,35.7695819840001,-91.635758126
0,34.737538612,-92.3944673089999
0,34.8143531750001,-92.207191555
0,34.8016342880001,-92.3482492859999
0,36.121280427,-94.1337744859999
0,33.6489925160001,-93.5870480459999
0.313688212927757,33.9500563060001,-93.878394036
0.207135777998018,35.504386654,-92.0007454
0,35.559681316,-92.450011902
0.397435897435897,34.1231454050001,-93.088516606
0,37.6331375440001,-122.089745665
0.00656598818122127,40.784513114,-124.141536169
0.421176470588235,37.5934587200001,-122.384298856
0,37.7691033420001,-122.43464781
0.186147912124769,38.3235179750001,-122.296214977
0.0730735163861825,38.542044038,-122.475356029
0.117647058823529,38.3509203890001,-120.766465228
0.198969414893617,38.569457549,-121.452682465
0.203340595497458,34.0646866920001,-118.23937063
0,33.9759679060001,-117.380134821
0.171556886227545,32.686343317,-117.083042001
0.118855558356441,32.753805374,-117.165087261
0.101984696317551,32.779943668,-117.009635988
0,40.8967176740001,-124.092996818
0.201562859112848,39.504563897,-121.54211632
0,35.3905079100001,-119.006579451
0.0339026363984838,37.312870032,-121.931843878
